shipment_id,order_id,region_id,promised_hours,planned_distance_km,planned_cost
S000060674,O000060674,4,36,11.04,4388.0
S000060675,O000060675,4,24,27.76,6751.0
S000060676,O000060676,4,24,23.07,5841.0
S000060677,O000060677,4,24,10.73,4666.0
S000060678,O000060678,4,24,13.02,4782.0
S000060679,O000060679,4,24,9.43,4131.0
S000060680,O000060680,4,24,12.79,4887.0
S000060681,O000060681,4,24,4.55,3800.0
S000060682,O000060682,5,24,23.79,6667.0
S000060683,O000060683,5,24,16.08,5209.0
S000060684,O000060684,5,12,17.93,5878.0
S000060685,O000060685,5,24,7.52,3964.0
S000060686,O000060686,5,12,14.02,4767.0
S000060687,O000060687,5,24,14.29,5046.0
S000060688,O000060688,5,24,4.96,3669.0
S000060689,O000060689,5,12,3.28,3548.0
S000060690,O000060690,5,12,18.26,5442.0
S000060691,O000060691,5,24,17.08,5738.0
S000060692,O000060692,5,36,18.97,6011.0
S000060693,O000060693,5,24,25.35,6054.0
S000060694,O000060694,5,24,27.96,6148.0
S000060695,O000060695,5,12,23.9,6353.0
S000060696,O000060696,5,12,3.09,3647.0
S000060697,O000060697,5,24,10.33,4381.0
S000060698,O000060698,5,36,22.33,6101.0
S000060699,O000060699,5,24,25.48,5596.0
S000060700,O000060700,5,24,25.75,5568.0
S000060701,O000060701,5,24,19.61,5078.0
S000060702,O000060702,5,36,24.1,6047.0
S000060703,O000060703,5,12,6.58,3892.0
S000060704,O000060704,5,36,12.51,4767.0
S000060705,O000060705,5,36,4.63,3757.0
S000060706,O000060706,5,24,9.9,4613.0
S000060707,O000060707,5,24,22.29,6030.0
S000060708,O000060708,5,24,7.25,4108.0
S000060709,O000060709,5,12,21.43,5626.0
S000060710,O000060710,5,24,22.09,5737.0
S000060711,O000060711,5,24,24.94,5871.0
S000060712,O000060712,5,12,27.16,6225.0
S000060713,O000060713,5,12,21.55,6231.0
S000060714,O000060714,5,12,19.72,5497.0
S000060715,O000060715,5,24,22.48,5503.0
S000060716,O000060716,5,12,7.33,3872.0
S000060717,O000060717,5,24,21.34,5211.0
S000060718,O000060718,5,12,25.69,6450.0
S000060719,O000060719,5,36,14.06,4630.0
S000060720,O000060720,5,24,3.06,3621.0
S000060721,O000060721,5,24,11.09,4422.0
S000060722,O000060722,5,24,4.96,3683.0
S000060723,O000060723,6,24,18.47,5319.0
S000060724,O000060724,6,24,23.79,5766.0
S000060725,O000060725,6,24,4.83,3876.0
S000060726,O000060726,6,24,13.4,5175.0
S000060727,O000060727,6,36,19.65,4974.0
S000060728,O000060728,6,24,25.64,7042.0
S000060729,O000060729,6,24,8.12,4343.0
S000060730,O000060730,6,24,15.96,4893.0
S000060731,O000060731,6,24,2.94,3466.0
S000060732,O000060732,6,24,12.45,4536.0
S000060733,O000060733,6,24,11.3,4769.0
S000060734,O000060734,6,24,7.02,4247.0
S000060735,O000060735,6,24,6.15,3942.0
S000060736,O000060736,6,24,11.91,4653.0
S000060737,O000060737,6,24,4.06,3640.0
S000060738,O000060738,6,24,25.61,6696.0
S000060739,O000060739,6,24,26.82,7101.0
S000060740,O000060740,6,12,24.51,5765.0
S000060741,O000060741,6,24,2.59,3571.0
S000060742,O000060742,6,36,11.29,4507.0
S000060743,O000060743,6,24,13.63,5077.0
S000060744,O000060744,6,24,10.89,4821.0
S000060745,O000060745,6,36,22.9,5708.0
S000060746,O000060746,7,12,19.72,6021.0
S000060747,O000060747,7,24,7.48,4129.0
S000060748,O000060748,7,12,4.71,3792.0
S000060749,O000060749,7,24,17.8,5838.0
S000060750,O000060750,7,24,24.01,6591.0
S000060751,O000060751,7,12,18.67,5602.0
S000060752,O000060752,7,12,8.75,4463.0
S000060753,O000060753,7,24,16.71,5186.0
S000060754,O000060754,7,24,16.04,4771.0
S000060755,O000060755,7,24,22.57,5333.0
S000060756,O000060756,7,12,13.36,4433.0
S000060757,O000060757,7,12,20.89,6192.0
S000060758,O000060758,7,24,9.12,4366.0
S000060759,O000060759,7,24,3.11,3508.0
S000060760,O000060760,7,24,22.13,5630.0
S000060761,O000060761,7,24,27.65,6151.0
S000060762,O000060762,7,24,27.65,6498.0
S000060763,O000060763,7,24,21.65,6036.0
S000060764,O000060764,7,12,19.53,5843.0
S000060765,O000060765,7,12,12.05,4413.0
S000060766,O000060766,7,24,26.08,5776.0
S000060767,O000060767,7,36,14.76,4791.0
S000060768,O000060768,7,24,21.04,5388.0
S000060769,O000060769,7,12,16.96,5690.0
S000060770,O000060770,7,24,25.37,6677.0
S000060771,O000060771,7,24,20.08,6039.0
S000060772,O000060772,7,12,10.32,4132.0
S000060773,O000060773,7,24,25.86,6970.0
S000060774,O000060774,7,36,7.01,4019.0
S000060775,O000060775,8,24,7.93,4143.0
S000060776,O000060776,8,24,11.66,4446.0
S000060777,O000060777,8,12,11.88,4432.0
S000060778,O000060778,8,24,23.5,5591.0
S000060779,O000060779,8,12,13.65,4466.0
S000060780,O000060780,8,24,24.76,5621.0
S000060781,O000060781,8,36,10.96,4212.0
S000060782,O000060782,8,36,12.37,4580.0
S000060783,O000060783,8,24,21.95,5421.0
S000060784,O000060784,8,12,8.8,4389.0
S000060785,O000060785,8,36,5.65,3993.0
S000060786,O000060786,8,12,6.04,3998.0
S000060787,O000060787,8,24,8.43,4265.0
S000060788,O000060788,9,36,17.81,5238.0
S000060789,O000060789,9,24,3.53,3683.0
S000060790,O000060790,9,24,19.42,5244.0
S000060791,O000060791,9,12,22.01,5197.0
S000060792,O000060792,9,12,21.56,5223.0
S000060793,O000060793,9,24,18.62,5178.0
S000060794,O000060794,9,36,13.71,4512.0
S000060795,O000060795,9,24,27.55,6502.0
S000060796,O000060796,9,24,4.81,3839.0
S000060797,O000060797,9,12,21.81,5768.0
S000060798,O000060798,9,24,12.24,4439.0
S000060799,O000060799,9,24,23.56,5676.0
S000060800,O000060800,9,12,18.54,5345.0
S000060801,O000060801,9,24,6.04,3892.0
S000060802,O000060802,9,24,23.91,6749.0
S000060803,O000060803,9,36,4.45,3665.0
S000060804,O000060804,9,12,23.17,6053.0
S000060805,O000060805,9,24,16.96,5356.0
S000060806,O000060806,9,24,6.34,3773.0
S000060807,O000060807,9,12,17.67,5486.0
S000060808,O000060808,9,24,16.65,5301.0
S000060809,O000060809,9,24,10.57,4423.0
S000060810,O000060810,9,24,23.22,5840.0
S000060811,O000060811,9,24,5.71,3900.0
S000060812,O000060812,9,12,6.06,3814.0
S000060813,O000060813,9,12,8.67,4293.0
S000060814,O000060814,9,24,24.57,6746.0
S000060815,O000060815,9,24,6.74,4175.0
S000060816,O000060816,9,24,23.07,5318.0
S000060817,O000060817,9,24,22.23,6201.0
S000060818,O000060818,9,24,18.04,5303.0
S000060819,O000060819,9,24,14.47,4747.0
S000060820,O000060820,9,24,11.59,4682.0
S000060821,O000060821,9,24,8.0,4312.0
S000060822,O000060822,9,12,20.22,5809.0
S000060823,O000060823,10,12,14.27,5052.0
S000060824,O000060824,10,12,9.48,4496.0
S000060825,O000060825,10,24,10.78,4334.0
S000060826,O000060826,10,12,6.06,4088.0
S000060827,O000060827,10,36,3.64,3659.0
S000060828,O000060828,10,12,13.68,4593.0
S000060829,O000060829,10,24,27.39,5778.0
S000060830,O000060830,10,12,26.56,6784.0
S000060831,O000060831,10,24,5.95,3819.0
S000060832,O000060832,10,24,16.56,5638.0
S000060833,O000060833,10,12,11.37,4710.0
S000060834,O000060834,10,24,19.07,6001.0
S000060835,O000060835,10,24,3.19,3570.0
S000060836,O000060836,10,24,16.36,5188.0
S000060837,O000060837,10,24,14.26,4652.0
S000060838,O000060838,10,24,16.81,5060.0
S000060839,O000060839,10,24,6.38,4043.0
S000060840,O000060840,11,24,18.28,5634.0
S000060841,O000060841,11,24,10.06,4420.0
S000060842,O000060842,11,24,15.46,4925.0
S000060843,O000060843,11,12,24.66,6005.0
S000060844,O000060844,11,24,4.89,3654.0
S000060845,O000060845,11,24,12.64,4564.0
S000060846,O000060846,11,24,16.48,5021.0
S000060847,O000060847,11,12,13.02,4842.0
S000060848,O000060848,11,24,14.73,5218.0
S000060849,O000060849,11,24,20.87,5093.0
S000060850,O000060850,11,24,19.58,5618.0
S000060851,O000060851,11,12,14.67,4572.0
S000060852,O000060852,11,36,9.05,4237.0
S000060853,O000060853,11,12,9.08,4372.0
S000060854,O000060854,11,24,21.99,5211.0
S000060855,O000060855,11,24,13.98,4610.0
S000060856,O000060856,11,24,10.9,4657.0
S000060857,O000060857,11,12,19.97,5374.0
S000060858,O000060858,11,36,15.32,4740.0
S000060859,O000060859,11,36,13.75,4808.0
S000060860,O000060860,11,24,6.04,3978.0
S000060861,O000060861,11,24,25.47,5757.0
S000060862,O000060862,11,24,23.68,5860.0
S000060863,O000060863,12,24,23.85,5418.0
S000060864,O000060864,12,24,7.28,3976.0
S000060865,O000060865,12,12,15.36,5011.0
S000060866,O000060866,12,24,26.67,7121.0
S000060867,O000060867,12,24,26.16,6608.0
S000060868,O000060868,12,24,3.49,3633.0
S000060869,O000060869,12,24,2.68,3558.0
S000060870,O000060870,12,24,15.54,5389.0
S000060871,O000060871,12,24,7.91,4154.0
S000060872,O000060872,12,24,7.86,3919.0
S000060873,O000060873,12,12,14.36,4582.0
S000060874,O000060874,12,12,3.7,3678.0
S000060875,O000060875,12,12,19.57,5796.0
S000060876,O000060876,12,24,11.45,4848.0
S000060877,O000060877,12,24,4.36,3633.0
S000060878,O000060878,12,36,24.16,5608.0
S000060879,O000060879,12,24,15.87,4688.0
S000060880,O000060880,12,24,25.83,5662.0
S000060881,O000060881,12,24,2.61,3531.0
S000060882,O000060882,12,12,17.41,5104.0
S000060883,O000060883,12,24,14.48,4808.0
S000060884,O000060884,12,36,26.4,6923.0
S000060885,O000060885,12,24,7.01,3862.0
S000060886,O000060886,12,24,16.42,4687.0
S000060887,O000060887,12,24,6.89,4131.0
S000060888,O000060888,12,12,24.41,6678.0
S000060889,O000060889,13,36,11.04,4548.0
S000060890,O000060890,13,24,13.98,4526.0
S000060891,O000060891,13,24,20.03,5897.0
S000060892,O000060892,13,12,9.41,4590.0
S000060893,O000060893,13,24,5.58,3719.0
S000060894,O000060894,13,24,13.88,4726.0
S000060895,O000060895,13,24,11.9,4490.0
S000060896,O000060896,13,12,11.54,4765.0
S000060897,O000060897,13,24,2.7,3569.0
S000060898,O000060898,13,24,22.37,5344.0
S000060899,O000060899,13,24,21.37,5313.0
S000060900,O000060900,13,12,20.45,5255.0
S000060901,O000060901,13,24,12.99,5007.0
S000060902,O000060902,13,24,15.14,4938.0
S000060903,O000060903,13,24,19.43,5350.0
S000060904,O000060904,13,24,26.86,6840.0
S000060905,O000060905,13,24,9.7,4406.0
S000060906,O000060906,13,24,21.56,5584.0
S000060907,O000060907,13,12,18.18,5580.0
S000060908,O000060908,13,24,18.69,5296.0
S000060909,O000060909,13,24,4.89,3655.0
S000060910,O000060910,13,12,21.98,5245.0
S000060911,O000060911,13,24,12.97,4665.0
S000060912,O000060912,13,24,10.9,4734.0
S000060913,O000060913,13,24,13.53,4767.0
S000060914,O000060914,13,24,24.73,5458.0
S000060915,O000060915,13,24,19.15,5595.0
S000060916,O000060916,13,24,2.74,3483.0
S000060917,O000060917,13,24,8.48,4331.0
S000060918,O000060918,13,12,20.21,5781.0
S000060919,O000060919,13,24,24.83,5848.0
S000060920,O000060920,13,12,16.22,4761.0
S000060921,O000060921,13,24,17.6,4936.0
S000060922,O000060922,13,12,9.67,4174.0
S000060923,O000060923,14,24,6.07,3843.0
S000060924,O000060924,14,12,13.66,4726.0
S000060925,O000060925,14,12,16.23,5603.0
S000060926,O000060926,14,24,16.9,5191.0
S000060927,O000060927,14,12,7.35,4153.0
S000060928,O000060928,14,24,4.47,3743.0
S000060929,O000060929,14,24,11.06,4750.0
S000060930,O000060930,14,24,22.97,5657.0
S000060931,O000060931,14,12,9.46,4146.0
S000060932,O000060932,14,24,19.93,5665.0
S000060933,O000060933,14,24,9.12,4103.0
S000060934,O000060934,14,24,8.49,4317.0
S000060935,O000060935,14,36,7.88,4087.0
S000060936,O000060936,14,24,13.43,5160.0
S000060937,O000060937,14,24,9.35,4402.0
S000060938,O000060938,14,24,11.74,4769.0
S000060939,O000060939,14,12,17.2,5157.0
S000060940,O000060940,14,24,23.71,5586.0
S000060941,O000060941,14,24,22.04,5998.0
S000060942,O000060942,14,12,13.65,4505.0
S000060943,O000060943,14,12,10.21,4190.0
S000060944,O000060944,15,24,19.25,5976.0
S000060945,O000060945,15,12,13.55,4757.0
S000060946,O000060946,15,24,21.81,6000.0
S000060947,O000060947,15,24,24.41,6240.0
S000060948,O000060948,15,24,9.81,4369.0
S000060949,O000060949,15,24,12.32,4886.0
S000060950,O000060950,15,24,3.24,3655.0
S000060951,O000060951,15,12,13.45,5215.0
S000060952,O000060952,15,24,13.68,5199.0
S000060953,O000060953,15,36,25.88,6737.0
S000060954,O000060954,15,24,12.85,4947.0
S000060955,O000060955,15,12,13.35,5003.0
S000060956,O000060956,15,12,10.89,4364.0
S000060957,O000060957,15,12,5.14,3825.0
S000060958,O000060958,15,36,17.89,5124.0
S000060959,O000060959,15,24,7.89,4342.0
S000060960,O000060960,15,24,15.78,5564.0
S000060961,O000060961,15,24,22.1,6313.0
S000060962,O000060962,15,12,21.21,6272.0
S000060963,O000060963,15,24,5.29,3936.0
S000060964,O000060964,15,24,13.23,4775.0
S000060965,O000060965,15,12,22.89,6272.0
S000060966,O000060966,15,36,2.68,3591.0
S000060967,O000060967,15,36,6.26,3785.0
S000060968,O000060968,15,24,13.15,4393.0
S000060969,O000060969,15,24,15.41,5249.0
S000060970,O000060970,15,24,15.82,5230.0
S000060971,O000060971,15,24,25.23,6303.0
S000060972,O000060972,15,12,21.6,5746.0
S000060973,O000060973,15,24,26.75,6131.0
S000060974,O000060974,15,24,27.12,6022.0
S000060975,O000060975,15,24,3.79,3606.0
S000060976,O000060976,15,24,5.06,3848.0
S000060977,O000060977,15,36,23.05,6230.0
S000060978,O000060978,15,36,26.34,6313.0
S000060979,O000060979,15,24,19.91,5038.0
S000060980,O000060980,15,12,2.74,3494.0
S000060981,O000060981,15,36,4.93,3689.0
S000060982,O000060982,15,12,27.15,7024.0
S000060983,O000060983,15,24,4.79,3744.0
S000060984,O000060984,16,24,25.47,6644.0
S000060985,O000060985,16,24,12.04,4705.0
S000060986,O000060986,16,36,26.23,7098.0
S000060987,O000060987,16,24,7.54,4052.0
S000060988,O000060988,16,12,27.29,6459.0
S000060989,O000060989,16,24,15.78,4961.0
S000060990,O000060990,16,36,22.08,6009.0
S000060991,O000060991,16,36,7.87,4137.0
S000060992,O000060992,16,24,5.89,4019.0
S000060993,O000060993,16,24,8.45,4025.0
S000060994,O000060994,16,24,21.56,5206.0
S000060995,O000060995,16,24,2.52,3500.0
S000060996,O000060996,16,24,20.09,5624.0
S000060997,O000060997,16,36,5.11,3912.0
S000060998,O000060998,16,12,19.4,5220.0
S000060999,O000060999,16,24,10.2,4241.0
S000061000,O000061000,16,12,25.47,6260.0
S000061001,O000061001,16,24,10.51,4774.0
S000061002,O000061002,16,24,25.72,5726.0
S000061003,O000061003,16,24,16.98,5191.0
S000061004,O000061004,16,12,8.06,4354.0
S000061005,O000061005,16,12,24.2,5631.0
S000061006,O000061006,17,24,10.16,4369.0
S000061007,O000061007,17,24,18.08,5126.0
S000061008,O000061008,17,24,16.38,5197.0
S000061009,O000061009,17,12,22.54,6047.0
S000061010,O000061010,17,24,9.02,4400.0
S000061011,O000061011,17,24,5.7,3970.0
S000061012,O000061012,17,24,25.78,5683.0
S000061013,O000061013,17,12,10.46,4351.0
S000061014,O000061014,17,24,18.36,5346.0
S000061015,O000061015,17,24,24.71,6405.0
S000061016,O000061016,17,36,4.56,3782.0
S000061017,O000061017,17,24,9.95,4403.0
S000061018,O000061018,17,24,4.63,3798.0
S000061019,O000061019,17,24,26.0,6371.0
S000061020,O000061020,17,12,26.49,6150.0
S000061021,O000061021,17,12,25.58,5929.0
S000061022,O000061022,17,24,11.8,4577.0
S000061023,O000061023,17,12,14.73,5378.0
S000061024,O000061024,17,24,25.8,6837.0
S000061025,O000061025,17,24,25.07,6357.0
S000061026,O000061026,17,24,2.79,3456.0
S000061027,O000061027,17,24,7.07,4174.0
S000061028,O000061028,17,24,12.91,4607.0
S000061029,O000061029,17,12,21.64,5270.0
S000061030,O000061030,17,24,12.27,4936.0
S000061031,O000061031,17,24,7.76,4099.0
S000061032,O000061032,17,24,23.63,6692.0
S000061033,O000061033,17,36,11.19,4440.0
S000061034,O000061034,18,24,5.39,3987.0
S000061035,O000061035,18,24,18.66,5556.0
S000061036,O000061036,18,24,24.55,5915.0
S000061037,O000061037,18,24,17.21,5748.0
S000061038,O000061038,18,12,27.91,6293.0
S000061039,O000061039,18,12,24.79,6700.0
S000061040,O000061040,18,36,8.74,4210.0
S000061041,O000061041,18,24,10.9,4373.0
S000061042,O000061042,18,36,7.49,4025.0
S000061043,O000061043,18,24,16.72,5069.0
S000061044,O000061044,18,12,19.13,5550.0
S000061045,O000061045,18,36,21.62,5586.0
S000061046,O000061046,18,24,16.01,4779.0
S000061047,O000061047,18,24,5.62,3906.0
S000061048,O000061048,18,12,8.88,4046.0
S000061049,O000061049,18,12,14.44,5054.0
S000061050,O000061050,18,24,9.37,4229.0
S000061051,O000061051,18,24,3.79,3745.0
S000061052,O000061052,18,12,25.18,6262.0
S000061053,O000061053,18,36,15.79,5256.0
S000061054,O000061054,18,24,17.68,5489.0
S000061055,O000061055,18,24,5.11,3897.0
S000061056,O000061056,18,24,25.72,7035.0
S000061057,O000061057,18,24,24.49,6613.0
S000061058,O000061058,18,24,12.46,4617.0
S000061059,O000061059,18,12,7.55,4070.0
S000061060,O000061060,18,12,22.76,5748.0
S000061061,O000061061,18,24,17.14,5447.0
S000061062,O000061062,18,24,23.7,5485.0
S000061063,O000061063,18,12,14.79,5242.0
S000061064,O000061064,18,12,25.23,5861.0
S000061065,O000061065,18,12,20.76,6091.0
S000061066,O000061066,18,12,11.48,4491.0
S000061067,O000061067,18,24,21.75,6425.0
S000061068,O000061068,18,24,10.7,4657.0
S000061069,O000061069,18,24,13.45,4486.0
S000061070,O000061070,18,12,12.69,4442.0
S000061071,O000061071,18,24,13.17,5105.0
S000061072,O000061072,18,24,21.0,5396.0
S000061073,O000061073,18,12,8.76,4262.0
S000061074,O000061074,18,24,10.74,4293.0
S000061075,O000061075,18,36,15.56,5351.0
S000061076,O000061076,18,24,9.56,4214.0
S000061077,O000061077,18,24,5.89,3979.0
S000061078,O000061078,18,24,20.43,5821.0
S000061079,O000061079,18,36,17.73,5697.0
S000061080,O000061080,18,12,26.63,6103.0
S000061081,O000061081,18,36,21.44,5137.0
S000061082,O000061082,18,12,17.09,5010.0
S000061083,O000061083,18,12,9.3,4122.0
S000061084,O000061084,18,12,7.59,4114.0
S000061085,O000061085,18,24,15.85,4811.0
S000061086,O000061086,18,24,14.25,4591.0
S000061087,O000061087,18,12,12.83,5002.0
S000061088,O000061088,18,24,13.76,5198.0
S000061089,O000061089,18,24,7.91,4250.0
S000061090,O000061090,18,12,13.23,4862.0
S000061091,O000061091,18,24,3.5,3563.0
S000061092,O000061092,18,24,16.79,5470.0
S000061093,O000061093,18,12,16.7,4992.0
S000061094,O000061094,18,12,19.51,5305.0
S000061095,O000061095,18,24,20.7,5521.0
S000061096,O000061096,18,24,19.69,5564.0
S000061097,O000061097,18,24,23.0,5290.0
S000061098,O000061098,18,24,5.89,3734.0
S000061099,O000061099,18,24,25.1,6734.0
S000061100,O000061100,18,12,12.4,4959.0
S000061101,O000061101,18,24,19.5,5709.0
S000061102,O000061102,19,12,5.57,3763.0
S000061103,O000061103,19,24,8.22,4088.0
S000061104,O000061104,19,24,26.24,6808.0
S000061105,O000061105,19,24,6.01,4094.0
S000061106,O000061106,19,24,14.36,5153.0
S000061107,O000061107,19,24,4.91,3881.0
S000061108,O000061108,19,24,4.88,3740.0
S000061109,O000061109,19,24,27.85,6883.0
S000061110,O000061110,19,24,18.78,4940.0
S000061111,O000061111,19,24,18.72,5449.0
S000061112,O000061112,19,24,9.4,4195.0
S000061113,O000061113,19,12,6.38,3899.0
S000061114,O000061114,19,24,18.15,5598.0
S000061115,O000061115,19,12,8.86,4055.0
S000061116,O000061116,19,24,9.41,4059.0
S000061117,O000061117,19,24,13.22,4669.0
S000061118,O000061118,19,24,8.24,3960.0
S000061119,O000061119,19,24,26.46,6581.0
S000061120,O000061120,19,36,17.24,5534.0
S000061121,O000061121,19,24,4.25,3621.0
S000061122,O000061122,19,24,14.81,5153.0
S000061123,O000061123,19,24,16.81,5248.0
S000061124,O000061124,19,36,11.65,4336.0
S000061125,O000061125,19,24,24.79,6251.0
S000061126,O000061126,19,36,15.78,5434.0
S000061127,O000061127,19,24,8.59,4088.0
S000061128,O000061128,19,12,16.3,5090.0
S000061129,O000061129,19,24,20.94,6087.0
S000061130,O000061130,19,36,10.37,4656.0
S000061131,O000061131,19,24,24.75,6609.0
S000061132,O000061132,19,24,3.95,3753.0
S000061133,O000061133,19,24,10.09,4704.0
S000061134,O000061134,19,24,26.15,6963.0
S000061135,O000061135,20,12,9.32,4324.0
S000061136,O000061136,20,24,4.43,3743.0
S000061137,O000061137,20,24,3.65,3573.0
S000061138,O000061138,20,24,21.72,5610.0
S000061139,O000061139,20,12,11.07,4317.0
S000061140,O000061140,20,24,22.0,6497.0
S000061141,O000061141,20,24,19.11,5681.0
S000061142,O000061142,20,12,21.64,5827.0
S000061143,O000061143,20,24,25.89,5651.0
S000061144,O000061144,20,36,23.27,6575.0
S000061145,O000061145,20,12,6.36,3812.0
S000061146,O000061146,20,12,25.63,5507.0
S000061147,O000061147,20,24,11.06,4528.0
S000061148,O000061148,20,24,23.02,5900.0
S000061149,O000061149,20,24,15.79,5111.0
S000061150,O000061150,20,36,6.97,4033.0
S000061151,O000061151,20,24,20.09,5818.0
S000061152,O000061152,20,24,19.56,5951.0
S000061153,O000061153,20,12,25.65,6101.0
S000061154,O000061154,20,24,12.97,4897.0
S000061155,O000061155,20,24,21.22,5802.0
S000061156,O000061156,20,24,15.71,5038.0
S000061157,O000061157,20,12,16.53,4791.0
S000061158,O000061158,20,24,11.25,4805.0
S000061159,O000061159,20,24,11.71,4682.0
S000061160,O000061160,20,12,22.97,5773.0
S000061161,O000061161,20,36,18.68,5152.0
S000061162,O000061162,20,24,20.0,5294.0
S000061163,O000061163,20,12,26.24,5714.0
S000061164,O000061164,20,24,20.09,6041.0
S000061165,O000061165,20,24,21.23,6009.0
S000061166,O000061166,20,24,22.21,5824.0
S000061167,O000061167,20,24,13.44,5112.0
S000061168,O000061168,20,24,14.23,5245.0
S000061169,O000061169,21,24,27.46,6877.0
S000061170,O000061170,21,12,16.77,5656.0
S000061171,O000061171,21,24,12.08,4666.0
S000061172,O000061172,21,24,3.99,3750.0
S000061173,O000061173,21,12,7.99,4329.0
S000061174,O000061174,21,12,22.34,5744.0
S000061175,O000061175,21,24,26.13,6955.0
S000061176,O000061176,21,24,22.5,5669.0
S000061177,O000061177,21,24,22.8,5601.0
S000061178,O000061178,21,24,24.84,6819.0
S000061179,O000061179,21,12,13.84,4560.0
S000061180,O000061180,21,24,6.05,3824.0
S000061181,O000061181,21,24,18.3,5702.0
S000061182,O000061182,21,24,25.69,6457.0
S000061183,O000061183,21,12,13.85,4702.0
S000061184,O000061184,21,24,23.33,6246.0
S000061185,O000061185,21,24,24.83,6694.0
S000061186,O000061186,22,24,4.54,3752.0
S000061187,O000061187,22,24,13.39,4625.0
S000061188,O000061188,22,12,14.07,4714.0
S000061189,O000061189,22,24,13.54,4437.0
S000061190,O000061190,22,24,9.22,4111.0
S000061191,O000061191,22,36,14.97,5274.0
S000061192,O000061192,22,24,20.94,5344.0
S000061193,O000061193,22,24,19.83,5005.0
S000061194,O000061194,22,12,26.21,6508.0
S000061195,O000061195,22,36,21.25,6122.0
S000061196,O000061196,22,36,21.74,6191.0
S000061197,O000061197,22,12,9.88,4632.0
S000061198,O000061198,22,12,3.3,3535.0
S000061199,O000061199,22,24,15.58,5143.0
S000061200,O000061200,22,24,22.36,5585.0
S000061201,O000061201,22,24,12.66,4961.0
S000061202,O000061202,22,36,23.27,6027.0
S000061203,O000061203,22,24,18.32,5712.0
S000061204,O000061204,22,24,10.97,4301.0
S000061205,O000061205,22,24,11.23,4778.0
S000061206,O000061206,22,12,19.91,5041.0
S000061207,O000061207,22,12,17.19,5519.0
S000061208,O000061208,22,24,4.21,3752.0
S000061209,O000061209,22,12,16.59,5612.0
S000061210,O000061210,22,24,3.61,3567.0
S000061211,O000061211,22,24,16.45,5084.0
S000061212,O000061212,22,24,26.15,6191.0
S000061213,O000061213,22,12,4.84,3746.0
S000061214,O000061214,22,24,14.84,4603.0
S000061215,O000061215,22,12,22.26,6244.0
S000061216,O000061216,22,24,13.43,4510.0
S000061217,O000061217,23,24,11.68,4912.0
S000061218,O000061218,23,12,17.23,5519.0
S000061219,O000061219,23,24,24.28,6042.0
S000061220,O000061220,23,24,24.6,5595.0
S000061221,O000061221,23,24,9.4,4332.0
S000061222,O000061222,23,24,27.16,6007.0
S000061223,O000061223,23,24,6.65,4047.0
S000061224,O000061224,24,24,7.91,4300.0
S000061225,O000061225,24,24,20.35,5681.0
S000061226,O000061226,24,24,24.61,5763.0
S000061227,O000061227,24,24,7.23,4064.0
S000061228,O000061228,24,24,10.79,4244.0
S000061229,O000061229,24,24,4.47,3635.0
S000061230,O000061230,24,12,14.23,5324.0
S000061231,O000061231,25,24,15.68,4867.0
S000061232,O000061232,25,12,17.56,5719.0
S000061233,O000061233,25,24,7.28,4087.0
S000061234,O000061234,25,36,9.56,4127.0
S000061235,O000061235,25,24,21.76,6201.0
S000061236,O000061236,25,24,5.3,3833.0
S000061237,O000061237,25,24,2.6,3516.0
S000061238,O000061238,25,12,12.43,4761.0
S000061239,O000061239,25,24,17.27,5257.0
S000061240,O000061240,25,36,25.23,6742.0
S000061241,O000061241,25,24,3.5,3700.0
S000061242,O000061242,25,36,11.02,4205.0
S000061243,O000061243,25,24,24.34,5679.0
S000061244,O000061244,25,24,20.68,5526.0
S000061245,O000061245,25,12,18.64,5950.0
S000061246,O000061246,25,12,2.75,3607.0
S000061247,O000061247,25,24,14.35,5252.0
S000061248,O000061248,25,12,27.44,5699.0
S000061249,O000061249,25,24,19.59,5643.0
S000061250,O000061250,25,36,23.29,6003.0
S000061251,O000061251,25,12,15.6,4930.0
S000061252,O000061252,25,24,11.72,4835.0
S000061253,O000061253,25,12,10.68,4306.0
S000061254,O000061254,25,24,22.82,6378.0
S000061255,O000061255,1,12,14.26,4703.0
S000061256,O000061256,1,24,10.72,4628.0
S000061257,O000061257,1,24,19.22,5764.0
S000061258,O000061258,1,24,27.96,5864.0
S000061259,O000061259,1,24,13.47,5033.0
S000061260,O000061260,1,24,6.68,3881.0
S000061261,O000061261,1,24,18.87,5291.0
S000061262,O000061262,1,12,12.72,5106.0
S000061263,O000061263,1,24,17.54,5330.0
S000061264,O000061264,1,24,27.92,6241.0
S000061265,O000061265,1,36,14.18,5288.0
S000061266,O000061266,1,24,10.22,4268.0
S000061267,O000061267,1,12,27.51,6968.0
S000061268,O000061268,1,24,19.52,5730.0
S000061269,O000061269,1,24,10.29,4729.0
S000061270,O000061270,1,12,10.59,4244.0
S000061271,O000061271,1,24,17.92,5322.0
S000061272,O000061272,1,24,11.76,4424.0
S000061273,O000061273,1,24,22.21,5398.0
S000061274,O000061274,1,24,7.42,3968.0
S000061275,O000061275,1,12,7.36,4012.0
S000061276,O000061276,1,24,8.43,4244.0
S000061277,O000061277,1,24,24.78,6444.0
S000061278,O000061278,1,12,4.83,3685.0
S000061279,O000061279,1,24,17.83,5782.0
S000061280,O000061280,1,24,24.52,5772.0
