shipment_id,pickup_ts,delivered_ts,actual_distance_km,actual_cost
S000061571,2025-04-05 11:32:00,2025-04-05 16:24:30.937489950,8.97,4827.0
S000061572,2025-04-05 11:16:00,2025-04-06 16:47:45.010542252,7.6,4858.0
S000061573,2025-04-05 20:18:00,2025-04-07 02:26:20.671647705,21.76,6137.0
S000061574,2025-04-06 03:11:00,2025-04-06 16:03:37.819779510,26.23,6710.0
S000061575,2025-04-05 22:24:00,2025-04-07 05:51:35.728053807,21.15,5406.0
S000061576,2025-04-06 06:22:00,2025-04-07 09:27:21.295701632,17.0,5520.0
S000061577,2025-04-05 08:19:00,2025-04-05 12:40:01.055743506,31.9,8024.0
S000061578,2025-04-05 11:26:00,2025-04-06 22:43:19.439459440,12.18,4949.0
S000061579,2025-04-05 19:28:00,2025-04-07 02:57:07.812065097,15.87,5188.0
S000061580,2025-04-05 16:43:00,2025-04-06 11:17:48.777236130,6.69,3859.0
S000061581,2025-04-05 09:12:00,2025-04-06 10:31:36.460292242,18.7,6160.0
S000061582,2025-04-05 21:03:00,2025-04-06 19:29:16.016065180,18.56,5616.0
S000061583,2025-04-06 04:00:00,2025-04-07 15:28:10.809852664,26.73,5953.0
S000061584,2025-04-05 06:49:00,2025-04-05 13:02:36.816984318,13.83,5513.0
S000061585,2025-04-06 07:38:00,2025-04-07 00:41:28.420927754,6.08,4880.0
S000061586,2025-04-05 13:53:00,2025-04-06 08:54:04.227979746,30.57,7301.0
S000061587,2025-04-05 10:16:00,2025-04-05 18:44:35.063142081,8.97,4765.0
S000061588,2025-04-05 17:59:00,2025-04-06 08:14:12.836623168,10.26,4489.0
S000061589,2025-04-06 02:04:00,2025-04-07 11:07:46.378153281,25.99,5751.0
S000061590,2025-04-05 12:32:00,2025-04-06 11:05:52.463857028,19.19,5285.0
S000061591,2025-04-05 06:07:00,2025-04-06 16:27:17.232471258,25.67,6992.0
S000061592,2025-04-05 15:19:00,2025-04-05 20:02:43.068990846,11.71,4543.0
S000061593,2025-04-05 16:15:00,2025-04-06 09:22:59.078390955,4.48,3815.0
S000061594,2025-04-06 07:46:00,2025-04-07 18:04:26.789880574,12.78,5459.0
S000061595,2025-04-05 05:30:00,2025-04-05 13:23:25.272827484,8.94,4942.0
S000061596,2025-04-05 19:44:00,2025-04-06 08:46:05.818955460,21.99,6822.0
S000061597,2025-04-05 13:52:00,2025-04-05 21:32:20.319048602,8.22,4322.0
S000061598,2025-04-05 13:52:00,2025-04-05 19:49:10.203759396,4.27,3929.0
S000061599,2025-04-05 05:45:00,2025-04-06 03:16:53.610142324,17.2,4886.0
S000061600,2025-04-05 10:53:00,2025-04-06 18:20:40.346246156,11.17,3889.0
S000061601,2025-04-05 13:31:00,2025-04-07 00:43:51.929739471,10.97,5176.0
S000061602,2025-04-05 12:49:00,2025-04-06 16:39:09.522167316,10.33,4957.0
S000061603,2025-04-05 11:28:00,2025-04-05 16:26:15.882312874,9.8,4386.0
S000061604,2025-04-05 10:06:00,2025-04-06 13:16:39.554308765,14.35,5489.0
S000061605,2025-04-06 03:36:00,2025-04-06 16:11:38.023135123,16.49,5716.0
S000061606,2025-04-05 18:31:00,2025-04-06 20:16:26.973753634,17.35,5864.0
S000061607,2025-04-06 02:54:00,2025-04-07 01:53:41.050944924,21.15,5076.0
S000061608,2025-04-05 23:33:00,2025-04-06 09:15:04.312794009,7.08,4318.0
S000061609,2025-04-05 23:56:00,2025-04-06 21:47:46.559439896,3.69,3694.0
S000061610,2025-04-05 11:25:00,2025-04-06 07:53:25.656885238,25.63,7143.0
S000061611,2025-04-05 17:58:00,2025-04-06 07:07:07.562097248,8.58,4162.0
S000061612,2025-04-05 21:11:00,2025-04-06 14:53:45.923176170,23.19,5862.0
S000061613,2025-04-05 07:08:00,2025-04-06 04:26:16.305744574,4.64,3993.0
S000061614,2025-04-05 23:07:00,2025-04-06 10:13:18.007644081,19.59,4886.0
S000061615,2025-04-05 08:50:00,2025-04-06 08:48:17.461226226,22.13,6941.0
S000061616,2025-04-05 16:44:00,2025-04-07 01:11:40.650502327,15.46,4711.0
S000061617,2025-04-06 00:45:00,2025-04-06 06:41:08.265939619,14.76,4923.0
S000061618,2025-04-05 09:20:00,2025-04-05 22:10:41.576507368,27.24,7234.0
S000061619,2025-04-05 16:51:00,2025-04-06 06:30:45.656121286,18.47,5704.0
S000061620,2025-04-05 13:58:00,2025-04-05 20:56:50.355322345,21.21,5172.0
S000061621,2025-04-05 18:57:00,2025-04-06 18:36:13.844507547,25.47,7016.0
S000061622,2025-04-05 19:15:00,2025-04-06 04:29:44.352368764,4.68,3768.0
S000061623,2025-04-05 15:29:00,2025-04-05 21:57:22.319776282,25.89,6380.0
S000061624,2025-04-05 13:21:00,2025-04-06 05:07:53.191012087,26.73,7161.0
S000061625,2025-04-05 15:37:00,2025-04-06 18:19:02.067865275,29.88,7194.0
S000061626,2025-04-05 12:34:00,2025-04-05 19:37:33.328441256,6.92,4696.0
S000061627,2025-04-05 06:13:00,2025-04-05 19:44:13.522601283,27.38,6138.0
S000061628,2025-04-06 04:00:00,2025-04-07 08:14:24.546273817,4.3,3503.0
S000061629,2025-04-05 13:45:00,2025-04-07 00:13:08.293373054,18.76,6495.0
S000061630,2025-04-05 14:07:00,2025-04-06 20:29:01.530496617,17.04,5468.0
S000061631,2025-04-06 05:45:00,2025-04-07 07:26:22.641223977,15.15,5450.0
S000061632,2025-04-06 05:42:00,2025-04-07 07:01:40.741207744,11.84,5358.0
S000061633,2025-04-05 09:11:00,2025-04-05 17:18:13.443071034,8.68,5144.0
S000061634,2025-04-05 11:49:00,2025-04-06 07:22:51.546022902,11.21,4527.0
S000061635,2025-04-05 11:19:00,2025-04-05 21:43:34.504348852,4.6,4306.0
S000061636,2025-04-05 20:40:00,2025-04-07 01:44:08.522359716,11.09,4485.0
S000061637,2025-04-05 09:50:00,2025-04-06 16:34:21.521711832,14.36,4644.0
S000061638,2025-04-06 01:39:00,2025-04-07 09:24:35.499461288,15.71,5959.0
S000061639,2025-04-05 16:07:00,2025-04-06 13:01:34.100503117,16.31,5316.0
S000061640,2025-04-05 07:45:00,2025-04-06 00:06:32.017930653,24.72,5797.0
S000061641,2025-04-06 03:59:00,2025-04-06 14:41:35.642055232,5.16,3737.0
S000061642,2025-04-05 07:52:00,2025-04-05 16:52:33.579806637,23.85,7058.0
S000061643,2025-04-05 06:44:00,2025-04-05 12:07:12.059878052,10.95,5596.0
S000061644,2025-04-05 11:14:00,2025-04-05 20:40:06.702467373,7.62,3946.0
S000061645,2025-04-05 14:01:00,2025-04-06 03:00:10.826427674,8.14,5046.0
S000061646,2025-04-05 09:45:00,2025-04-05 15:22:20.229965284,26.77,6260.0
S000061647,2025-04-05 10:35:00,2025-04-06 13:29:50.712226592,16.29,5299.0
S000061648,2025-04-05 11:20:00,2025-04-06 01:54:49.503359830,9.73,4758.0
S000061649,2025-04-06 02:46:00,2025-04-07 13:03:10.039830125,32.78,7075.0
S000061650,2025-04-05 11:26:00,2025-04-06 13:51:27.490515484,16.2,5552.0
S000061651,2025-04-06 00:20:00,2025-04-06 07:21:54.563269911,23.01,6379.0
S000061652,2025-04-05 17:33:00,2025-04-05 23:09:45.176411437,9.89,4037.0
S000061653,2025-04-05 10:06:00,2025-04-06 19:54:17.473472031,15.35,4538.0
S000061654,2025-04-06 01:31:00,2025-04-06 11:36:30.177155374,11.08,4256.0
S000061655,2025-04-05 22:00:00,2025-04-07 02:13:39.771297001,8.82,4882.0
S000061656,2025-04-05 23:16:00,2025-04-07 00:45:56.328324129,28.29,5663.0
S000061657,2025-04-06 05:10:00,2025-04-07 00:15:19.195601370,6.47,4289.0
S000061658,2025-04-05 20:41:00,2025-04-06 17:26:29.700510832,5.46,4397.0
S000061659,2025-04-06 02:55:00,2025-04-07 07:03:17.877985620,14.11,4731.0
S000061660,2025-04-05 13:40:00,2025-04-06 09:10:18.494316111,22.01,5859.0
S000061661,2025-04-05 21:42:00,2025-04-06 21:20:31.364673032,10.98,4277.0
S000061662,2025-04-05 11:07:00,2025-04-06 02:00:01.229001126,7.48,4027.0
S000061663,2025-04-06 01:39:00,2025-04-06 20:40:42.580769840,3.53,3488.0
S000061664,2025-04-05 22:23:00,2025-04-06 08:52:56.331554323,28.35,6376.0
S000061665,2025-04-05 21:09:00,2025-04-07 01:23:14.760531769,20.1,6255.0
S000061666,2025-04-05 20:04:00,2025-04-06 10:37:00.617098399,20.66,7002.0
S000061667,2025-04-05 18:14:00,2025-04-06 06:14:09.399995578,23.62,5745.0
S000061668,2025-04-05 20:15:00,2025-04-06 15:44:56.008802425,27.06,5112.0
S000061669,2025-04-05 23:37:00,2025-04-06 03:46:01.864565780,9.89,5117.0
S000061670,2025-04-05 22:30:00,2025-04-06 23:28:15.617805639,26.79,6840.0
S000061671,2025-04-05 10:42:00,2025-04-05 22:29:12.514933424,5.35,3791.0
S000061672,2025-04-05 07:26:00,2025-04-06 06:05:07.278277831,26.15,6001.0
S000061673,2025-04-05 19:20:00,2025-04-05 23:23:57.316419342,17.59,5671.0
S000061674,2025-04-05 11:01:00,2025-04-06 20:45:02.318373531,19.79,6503.0
S000061675,2025-04-05 21:08:00,2025-04-06 08:33:59.330377509,18.28,5371.0
S000061676,2025-04-05 15:25:00,2025-04-06 22:19:36.749893374,13.28,5327.0
S000061677,2025-04-05 20:52:00,2025-04-06 02:25:28.356024967,18.64,7200.0
S000061678,2025-04-05 20:21:00,2025-04-06 00:38:57.928058703,13.11,4590.0
S000061679,2025-04-06 01:12:00,2025-04-06 14:50:04.667905982,17.44,6780.0
S000061680,2025-04-05 09:19:00,2025-04-06 07:42:36.387648938,2.63,3306.0
S000061681,2025-04-05 07:11:00,2025-04-05 23:15:17.328550360,26.62,6443.0
S000061682,2025-04-05 12:14:00,2025-04-06 13:28:23.943053947,6.97,4226.0
S000061683,2025-04-05 14:09:00,2025-04-05 19:35:29.343475971,21.86,5249.0
S000061684,2025-04-05 14:58:00,2025-04-06 14:49:29.444090918,23.33,5858.0
S000061685,2025-04-05 12:34:00,2025-04-06 22:46:42.746117724,20.17,7135.0
S000061686,2025-04-05 23:33:00,2025-04-06 17:45:48.902862906,15.81,5560.0
S000061687,2025-04-05 19:04:00,2025-04-06 22:10:21.732788473,17.07,5192.0
S000061688,2025-04-05 08:22:00,2025-04-06 13:22:05.214113474,15.16,5587.0
S000061689,2025-04-05 04:59:00,2025-04-06 07:54:31.702350482,4.18,4054.0
S000061690,2025-04-05 18:16:00,2025-04-06 13:42:25.845811407,25.75,7428.0
S000061691,2025-04-05 06:15:00,2025-04-05 15:10:00.551328888,25.07,7031.0
S000061692,2025-04-05 08:56:00,2025-04-06 02:15:39.493746343,20.42,6373.0
S000061693,2025-04-05 21:05:00,2025-04-06 02:42:36.383887106,31.34,6256.0
S000061694,2025-04-05 12:26:00,2025-04-06 12:07:27.612183562,23.6,7266.0
S000061695,2025-04-05 12:10:00,2025-04-06 22:11:17.712674144,12.01,5500.0
S000061696,2025-04-05 21:16:00,2025-04-06 12:48:12.657683976,10.94,4674.0
S000061697,2025-04-05 17:52:00,2025-04-06 07:24:24.999019800,14.68,4659.0
S000061698,2025-04-05 07:56:00,2025-04-05 19:15:15.632435967,5.88,3773.0
S000061699,2025-04-05 10:49:00,2025-04-05 21:18:44.011420008,3.46,3866.0
S000061700,2025-04-05 20:36:00,2025-04-06 03:46:37.098889431,3.06,3333.0
S000061701,2025-04-05 16:17:00,2025-04-06 21:11:56.263430656,15.22,5475.0
S000061702,2025-04-05 19:18:00,2025-04-06 17:04:11.589214670,18.5,5089.0
S000061703,2025-04-05 18:48:00,2025-04-07 01:00:07.053571296,4.46,3623.0
S000061704,2025-04-05 06:17:00,2025-04-06 00:24:02.671045381,7.77,4281.0
S000061705,2025-04-06 04:42:00,2025-04-07 04:14:15.569260850,24.44,6088.0
S000061706,2025-04-06 01:04:00,2025-04-06 12:18:15.407675329,17.39,5163.0
S000061707,2025-04-06 06:38:00,2025-04-06 23:20:15.359800784,21.6,6146.0
S000061708,2025-04-05 07:22:00,2025-04-06 11:30:37.023345510,7.78,4351.0
S000061709,2025-04-06 04:50:00,2025-04-06 11:30:35.686730802,15.43,5156.0
S000061710,2025-04-05 12:35:00,2025-04-06 21:18:37.875771231,10.54,4896.0
S000061711,2025-04-05 22:39:00,2025-04-07 00:07:41.011068586,31.44,6871.0
S000061712,2025-04-05 13:50:00,2025-04-06 09:09:43.172317524,26.84,5959.0
S000061713,2025-04-05 09:52:00,2025-04-06 21:48:47.016719426,12.31,4349.0
S000061714,2025-04-06 00:45:00,2025-04-07 01:30:19.529091993,6.22,3599.0
S000061715,2025-04-06 00:21:00,2025-04-06 15:11:02.911119270,6.1,4287.0
S000061716,2025-04-05 18:07:00,2025-04-07 01:25:44.955191505,7.69,4235.0
S000061717,2025-04-05 19:50:00,2025-04-06 14:37:28.988238559,17.59,6124.0
S000061718,2025-04-05 04:06:00,2025-04-06 10:41:23.389972659,7.7,4780.0
S000061719,2025-04-05 07:28:00,2025-04-05 17:33:36.218893135,6.63,3820.0
S000061720,2025-04-05 14:45:00,2025-04-06 07:04:02.562085174,13.83,4945.0
S000061721,2025-04-05 11:58:00,2025-04-06 03:28:48.048350414,23.46,6061.0
S000061722,2025-04-06 04:45:00,2025-04-06 13:00:14.416442053,6.17,4319.0
S000061723,2025-04-05 08:16:00,2025-04-06 06:41:14.387339175,7.13,3788.0
S000061724,2025-04-06 02:58:00,2025-04-07 04:52:50.960900854,4.9,4262.0
S000061725,2025-04-05 12:14:00,2025-04-05 22:23:34.073758490,4.93,4146.0
S000061726,2025-04-05 14:49:00,2025-04-06 21:07:45.501783670,6.3,4525.0
S000061727,2025-04-05 07:03:00,2025-04-06 06:06:00.362123827,23.89,6066.0
S000061728,2025-04-05 17:13:00,2025-04-07 01:23:16.408234254,25.21,6130.0
S000061729,2025-04-06 00:26:00,2025-04-07 02:43:07.471935520,8.33,4317.0
S000061730,2025-04-06 04:17:00,2025-04-06 17:20:42.887533564,6.57,4820.0
S000061731,2025-04-05 12:50:00,2025-04-06 17:21:48.053391607,6.11,4508.0
S000061732,2025-04-06 00:09:00,2025-04-06 09:40:08.307622174,3.36,4040.0
S000061733,2025-04-05 14:53:00,2025-04-06 01:02:29.713522327,24.42,7404.0
S000061734,2025-04-05 11:11:00,2025-04-06 14:28:43.129359387,15.62,5922.0
S000061735,2025-04-06 00:10:00,2025-04-06 19:30:24.381384648,10.07,5601.0
S000061736,2025-04-05 17:31:00,2025-04-06 18:01:50.736819348,9.78,4556.0
S000061737,2025-04-05 20:35:00,2025-04-07 03:52:50.978661072,7.64,4652.0
S000061738,2025-04-05 06:29:00,2025-04-05 10:35:31.031432676,5.96,4196.0
S000061739,2025-04-05 08:42:00,2025-04-06 13:28:27.211830747,21.02,5529.0
S000061740,2025-04-05 12:52:00,2025-04-06 07:25:03.015924055,22.36,6014.0
S000061741,2025-04-05 15:30:00,2025-04-05 22:10:32.263019392,6.08,4253.0
S000061742,2025-04-05 13:20:00,2025-04-06 06:24:41.135518336,8.78,4457.0
S000061743,2025-04-05 20:21:00,2025-04-06 10:54:53.860567546,23.65,6635.0
S000061744,2025-04-06 03:08:00,2025-04-06 07:52:39.927673284,18.73,5297.0
S000061745,2025-04-06 04:29:00,2025-04-07 02:51:29.163753796,6.97,4258.0
S000061746,2025-04-05 06:30:00,2025-04-06 06:11:05.523789069,23.89,5570.0
S000061747,2025-04-05 16:11:00,2025-04-06 13:29:28.885874292,21.9,7746.0
S000061748,2025-04-05 08:11:00,2025-04-06 05:52:30.042470432,12.43,4929.0
S000061749,2025-04-05 08:57:00,2025-04-06 00:51:28.643456095,25.34,6981.0
S000061750,2025-04-05 10:18:00,2025-04-06 16:11:24.804338568,27.81,5712.0
S000061751,2025-04-05 19:09:00,2025-04-06 21:37:22.714706355,11.83,4849.0
S000061752,2025-04-05 06:58:00,2025-04-06 01:09:53.587574750,24.47,6699.0
S000061753,2025-04-05 16:28:00,2025-04-06 10:18:59.228079212,12.57,5918.0
S000061754,2025-04-05 20:20:00,2025-04-06 00:51:56.623064239,5.19,3721.0
S000061755,2025-04-05 09:32:00,2025-04-06 02:10:17.603075947,22.83,6122.0
S000061756,2025-04-05 19:56:00,2025-04-06 09:20:30.495750260,7.31,4012.0
S000061757,2025-04-05 20:17:00,2025-04-06 16:27:50.474292762,8.78,3883.0
S000061758,2025-04-05 08:10:00,2025-04-06 07:24:16.133850956,22.66,6212.0
S000061759,2025-04-05 14:53:00,2025-04-06 04:51:09.064049142,15.55,5200.0
S000061760,2025-04-06 00:03:00,2025-04-06 11:23:33.148109781,4.34,3730.0
S000061761,2025-04-05 03:40:00,2025-04-06 02:37:59.727296246,26.65,5237.0
S000061762,2025-04-05 05:13:00,2025-04-05 13:14:28.620442423,3.42,3787.0
S000061763,2025-04-05 19:40:00,2025-04-07 02:19:28.289889741,9.01,3654.0
S000061764,2025-04-06 08:11:00,2025-04-07 01:05:30.456117396,22.74,6711.0
S000061765,2025-04-05 07:48:00,2025-04-06 02:14:22.766290080,23.8,6666.0
S000061766,2025-04-05 05:30:00,2025-04-06 02:43:46.976373760,16.23,5689.0
S000061767,2025-04-05 13:15:00,2025-04-06 14:43:14.424561375,13.45,5973.0
S000061768,2025-04-06 02:23:00,2025-04-06 09:52:23.489148962,29.55,6876.0
S000061769,2025-04-05 16:13:00,2025-04-06 12:08:04.761358129,10.18,5243.0
S000061770,2025-04-06 04:11:00,2025-04-06 20:13:55.755246840,20.04,5525.0
S000061771,2025-04-05 06:42:00,2025-04-06 10:34:50.337707466,23.39,4888.0
S000061772,2025-04-05 19:10:00,2025-04-06 06:30:09.948240938,26.33,7131.0
S000061773,2025-04-05 13:12:00,2025-04-05 17:35:14.134345123,22.25,6585.0
S000061774,2025-04-06 06:09:00,2025-04-06 14:37:57.011936746,6.36,4306.0
S000061775,2025-04-05 20:38:00,2025-04-06 07:06:06.209338566,25.72,6084.0
S000061776,2025-04-05 16:49:00,2025-04-06 22:53:27.203926281,21.56,6189.0
S000061777,2025-04-06 01:11:00,2025-04-06 17:07:50.076394476,23.84,6840.0
S000061778,2025-04-05 17:51:00,2025-04-06 16:17:06.874769313,6.01,4392.0
S000061779,2025-04-06 00:48:00,2025-04-06 20:40:37.975914375,32.36,7863.0
S000061780,2025-04-05 21:02:00,2025-04-06 17:15:08.855143186,20.66,6583.0
S000061781,2025-04-06 03:46:00,2025-04-06 20:22:27.917393083,23.71,6165.0
S000061782,2025-04-05 20:47:00,2025-04-07 03:14:49.486971970,29.29,6587.0
S000061783,2025-04-05 13:56:00,2025-04-06 21:58:05.853947517,4.49,4207.0
S000061784,2025-04-05 23:03:00,2025-04-07 01:49:32.589641881,22.37,6765.0
S000061785,2025-04-06 01:15:00,2025-04-06 17:42:03.803413964,18.73,6682.0
S000061786,2025-04-05 19:55:00,2025-04-07 01:33:57.835298900,21.21,5906.0
S000061787,2025-04-06 04:39:00,2025-04-07 07:00:23.474656386,11.41,5457.0
S000061788,2025-04-05 20:14:00,2025-04-06 05:55:05.347413474,11.37,4781.0
S000061789,2025-04-05 05:13:00,2025-04-06 15:57:17.679063782,21.81,5691.0
S000061790,2025-04-06 00:34:00,2025-04-06 12:29:47.088362330,9.39,5021.0
S000061791,2025-04-05 10:28:00,2025-04-05 14:45:02.420339960,30.51,7416.0
S000061792,2025-04-06 02:42:00,2025-04-07 00:56:14.531354754,19.42,4726.0
S000061793,2025-04-05 15:41:00,2025-04-06 09:10:50.370908391,13.76,5237.0
S000061794,2025-04-05 09:12:00,2025-04-05 18:35:57.470231648,3.66,3319.0
S000061795,2025-04-05 21:38:00,2025-04-06 03:26:53.914359117,7.32,4016.0
S000061796,2025-04-06 02:23:00,2025-04-06 16:50:53.920736326,8.94,4549.0
S000061797,2025-04-05 20:47:00,2025-04-06 05:42:09.475665963,6.79,4747.0
S000061798,2025-04-05 22:58:00,2025-04-07 02:36:51.508781624,19.63,6559.0
S000061799,2025-04-05 11:56:00,2025-04-05 17:29:23.664090639,20.56,6081.0
S000061800,2025-04-06 01:25:00,2025-04-07 02:43:38.173259084,26.07,6908.0
S000061801,2025-04-05 10:22:00,2025-04-06 03:43:59.451562234,20.04,6212.0
S000061802,2025-04-06 03:06:00,2025-04-06 11:54:37.750423932,21.45,5887.0
S000061803,2025-04-05 12:29:00,2025-04-06 19:10:54.984391328,9.6,4296.0
S000061804,2025-04-05 14:03:00,2025-04-06 23:21:13.785793567,26.35,7816.0
S000061805,2025-04-06 04:32:00,2025-04-06 17:06:56.727719342,12.55,4829.0
S000061806,2025-04-05 07:32:00,2025-04-06 04:22:28.534800912,19.73,5390.0
S000061807,2025-04-05 15:32:00,2025-04-06 15:19:18.787399162,22.41,5687.0
S000061808,2025-04-06 01:14:00,2025-04-07 02:46:31.661931458,3.4,3572.0
S000061809,2025-04-05 20:55:00,2025-04-06 23:23:13.827610488,22.01,4761.0
S000061810,2025-04-05 10:31:00,2025-04-05 15:51:12.902830850,28.5,6984.0
S000061811,2025-04-06 00:26:00,2025-04-06 22:31:34.647028184,19.37,6157.0
S000061812,2025-04-05 23:24:00,2025-04-06 18:04:45.341055656,13.42,4736.0
S000061813,2025-04-06 04:38:00,2025-04-06 19:01:39.494023609,12.18,5472.0
S000061814,2025-04-06 09:43:00,2025-04-07 00:41:51.270953876,6.58,4077.0
S000061815,2025-04-07 03:37:00,2025-04-08 00:41:40.894036136,8.45,4950.0
S000061816,2025-04-06 19:37:00,2025-04-07 06:19:39.046446000,31.26,7150.0
S000061817,2025-04-07 00:49:00,2025-04-07 09:13:21.275559928,14.91,4990.0
S000061818,2025-04-06 09:57:00,2025-04-06 18:47:35.380388562,7.88,4284.0
S000061819,2025-04-07 03:23:00,2025-04-08 10:06:13.083320380,13.55,4737.0
S000061820,2025-04-06 13:31:00,2025-04-07 07:21:06.239529106,14.83,5979.0
S000061821,2025-04-06 13:52:00,2025-04-07 02:19:44.390638810,11.02,4421.0
S000061822,2025-04-06 20:46:00,2025-04-07 02:56:27.224957913,2.71,4412.0
S000061823,2025-04-06 08:16:00,2025-04-07 16:12:18.897294850,11.87,5063.0
S000061824,2025-04-06 22:10:00,2025-04-08 08:18:48.049606856,23.27,6435.0
S000061825,2025-04-06 18:55:00,2025-04-07 22:39:42.227586754,8.9,5394.0
S000061826,2025-04-06 08:27:00,2025-04-07 15:17:37.242559824,11.52,5975.0
S000061827,2025-04-06 10:50:00,2025-04-06 19:22:17.317957632,19.6,5735.0
S000061828,2025-04-06 19:22:00,2025-04-07 09:33:00.293057034,7.96,3657.0
S000061829,2025-04-06 18:54:00,2025-04-07 02:25:50.549505502,23.0,6267.0
S000061830,2025-04-06 18:46:00,2025-04-07 13:20:52.120178011,15.08,5943.0
S000061831,2025-04-06 13:44:00,2025-04-07 05:14:43.797393903,18.24,4760.0
S000061832,2025-04-06 10:32:00,2025-04-07 12:01:03.116034902,5.22,4355.0
S000061833,2025-04-06 07:16:00,2025-04-07 06:03:41.120097529,4.99,3368.0
S000061834,2025-04-06 05:11:00,2025-04-07 11:18:28.094984400,22.49,6665.0
S000061835,2025-04-06 14:58:00,2025-04-07 19:53:45.420595921,10.11,5151.0
S000061836,2025-04-07 00:31:00,2025-04-07 11:12:59.282108739,16.82,4672.0
S000061837,2025-04-06 23:53:00,2025-04-07 21:05:33.526023487,18.09,4538.0
S000061838,2025-04-06 20:01:00,2025-04-07 06:38:36.891861571,3.38,4103.0
S000061839,2025-04-06 12:35:00,2025-04-07 16:04:54.290560236,20.27,7073.0
S000061840,2025-04-07 04:15:00,2025-04-07 10:46:04.819538244,17.13,5113.0
S000061841,2025-04-06 13:53:00,2025-04-07 22:02:47.659537753,26.05,6880.0
S000061842,2025-04-06 07:55:00,2025-04-06 20:35:25.165909203,6.79,3929.0
S000061843,2025-04-06 06:13:00,2025-04-07 00:05:14.363076986,6.98,4138.0
S000061844,2025-04-06 08:27:00,2025-04-07 11:48:02.496761766,10.16,4796.0
S000061845,2025-04-07 01:27:00,2025-04-08 02:51:42.570968256,11.3,4011.0
S000061846,2025-04-07 06:56:00,2025-04-08 02:19:12.495444619,27.17,6096.0
S000061847,2025-04-06 15:51:00,2025-04-08 02:12:54.698605642,18.27,6236.0
S000061848,2025-04-06 15:17:00,2025-04-07 17:10:11.738712364,10.66,4608.0
S000061849,2025-04-06 12:21:00,2025-04-06 16:43:01.251620925,9.82,4785.0
S000061850,2025-04-07 01:31:00,2025-04-07 15:26:09.610980621,15.34,5412.0
S000061851,2025-04-06 12:39:00,2025-04-07 13:28:46.934882864,8.29,3784.0
S000061852,2025-04-07 03:40:00,2025-04-08 06:49:08.721292006,4.94,4010.0
S000061853,2025-04-06 07:16:00,2025-04-06 19:19:56.109150478,21.51,5626.0
S000061854,2025-04-07 05:48:00,2025-04-07 12:30:24.514346350,19.46,5672.0
S000061855,2025-04-06 04:30:00,2025-04-06 20:36:26.943307311,4.88,3966.0
S000061856,2025-04-06 16:29:00,2025-04-07 08:41:57.952976349,18.47,5284.0
S000061857,2025-04-07 07:49:00,2025-04-08 03:31:41.733147913,16.07,5489.0
S000061858,2025-04-06 13:22:00,2025-04-07 03:29:13.956066793,19.27,7139.0
S000061859,2025-04-07 02:49:00,2025-04-07 22:34:58.845531582,2.97,4257.0
S000061860,2025-04-06 08:04:00,2025-04-07 07:25:27.559153231,24.98,6724.0
S000061861,2025-04-06 21:25:00,2025-04-07 03:41:53.135835095,17.99,5345.0
S000061862,2025-04-07 01:18:00,2025-04-07 15:31:52.107746599,15.39,5663.0
S000061863,2025-04-07 05:01:00,2025-04-08 09:41:14.036641899,13.71,4754.0
S000061864,2025-04-06 22:58:00,2025-04-07 22:36:37.112878356,14.47,5768.0
S000061865,2025-04-06 16:04:00,2025-04-06 23:36:10.536751384,22.89,6555.0
S000061866,2025-04-07 01:16:00,2025-04-07 17:44:54.459557083,22.45,5909.0
S000061867,2025-04-06 23:15:00,2025-04-08 06:25:32.692326499,8.88,5082.0
S000061868,2025-04-06 13:21:00,2025-04-07 06:37:08.474918653,2.61,3844.0
S000061869,2025-04-06 21:24:00,2025-04-07 01:37:39.196475094,14.05,5150.0
S000061870,2025-04-06 15:28:00,2025-04-07 11:47:41.262439616,8.21,4468.0
S000061871,2025-04-07 06:02:00,2025-04-07 15:23:11.964437625,16.76,6947.0
S000061872,2025-04-07 00:31:00,2025-04-08 05:44:48.594686034,17.44,5626.0
S000061873,2025-04-07 03:35:00,2025-04-08 08:09:50.231785202,11.46,5448.0
S000061874,2025-04-06 12:39:00,2025-04-07 09:21:59.387994972,27.28,6382.0
S000061875,2025-04-06 06:08:00,2025-04-07 10:36:47.489748337,32.36,6271.0
S000061876,2025-04-06 23:42:00,2025-04-07 10:30:58.489769293,15.97,4470.0
S000061877,2025-04-07 06:01:00,2025-04-08 08:37:15.277093606,15.41,5051.0
S000061878,2025-04-07 03:21:00,2025-04-08 09:25:16.920860408,4.22,3513.0
S000061879,2025-04-07 01:28:00,2025-04-08 11:52:47.559846574,26.89,6097.0
S000061880,2025-04-06 06:56:00,2025-04-06 16:56:16.969376674,7.34,3895.0
S000061881,2025-04-07 02:49:00,2025-04-07 18:03:47.187951572,17.27,6802.0
S000061882,2025-04-06 17:34:00,2025-04-07 17:36:07.273691451,22.71,6242.0
S000061883,2025-04-06 11:34:00,2025-04-07 14:45:35.472693886,13.86,4608.0
S000061884,2025-04-06 06:32:00,2025-04-06 13:58:44.046321475,6.12,3544.0
S000061885,2025-04-06 16:02:00,2025-04-08 03:00:28.662642818,19.29,5012.0
S000061886,2025-04-07 05:04:00,2025-04-07 10:10:20.591419287,10.8,4975.0
S000061887,2025-04-06 17:01:00,2025-04-07 23:41:45.289443900,6.33,3923.0
