order_id,line_no,pick_seconds,pack_seconds,cycle_time_seconds
O000090895,1,27,18,45
O000090896,1,43,19,62
O000090897,1,43,23,66
O000090897,2,24,26,50
O000090897,3,44,14,58
O000090898,1,39,18,57
O000090899,1,34,28,62
O000090899,2,28,27,55
O000090900,1,42,22,64
O000090900,2,35,12,47
O000090901,1,73,42,115
O000090901,2,33,15,48
O000090901,3,45,17,62
O000090902,1,31,13,44
O000090903,1,26,26,52
O000090903,2,22,29,51
O000090903,3,32,25,57
O000090904,1,25,22,47
O000090904,2,22,25,47
O000090904,3,39,30,69
O000090905,1,43,14,57
O000090905,2,42,28,70
O000090905,3,33,26,59
O000090906,1,23,15,38
O000090906,2,25,17,42
O000090907,1,95,86,181
O000090908,1,19,27,46
O000090908,2,55,56,111
O000090909,1,73,29,102
O000090910,1,44,20,64
O000090910,2,18,16,34
O000090910,3,27,21,48
O000090911,1,40,21,61
O000090911,2,44,13,57
O000090911,3,19,26,45
O000090912,1,25,25,50
O000090913,1,21,22,43
O000090913,2,42,25,67
O000090914,1,37,22,59
O000090914,2,40,22,62
O000090915,1,25,29,54
O000090915,2,42,18,60
O000090916,1,37,13,50
O000090916,2,34,21,55
O000090916,3,25,16,41
O000090917,1,29,18,47
O000090917,2,30,14,44
O000090917,3,31,15,46
O000090918,1,27,28,55
O000090918,2,41,20,61
O000090918,3,22,16,38
O000090919,1,19,13,32
O000090920,1,44,21,65
O000090920,2,40,14,54
O000090920,3,125,46,171
O000090921,1,33,22,55
O000090921,2,40,20,60
O000090922,1,45,30,75
O000090922,2,77,45,122
O000090923,1,42,30,72
O000090923,2,65,48,113
O000090923,3,46,28,74
O000090924,1,44,36,80
O000090925,1,26,13,39
O000090925,2,42,16,58
O000090926,1,44,26,70
O000090926,2,42,30,72
O000090927,1,69,49,118
O000090927,2,27,15,42
O000090928,1,40,22,62
O000090928,2,87,40,127
O000090929,1,28,28,56
O000090929,2,43,26,69
O000090930,1,30,14,44
O000090931,1,38,29,67
O000090931,2,43,25,68
O000090931,3,29,20,49
O000090932,1,83,43,126
O000090933,1,29,14,43
O000090933,2,33,26,59
O000090934,1,81,37,118
O000090935,1,42,22,64
O000090935,2,42,26,68
O000090936,1,44,27,71
O000090936,2,39,25,64
O000090937,1,45,23,68
O000090937,2,79,45,124
O000090938,1,36,21,57
O000090938,2,76,47,123
O000090938,3,37,17,54
O000090939,1,18,19,37
O000090939,2,39,56,95
O000090940,1,24,23,47
O000090940,2,31,26,57
O000090941,1,39,20,59
O000090942,1,37,18,55
O000090942,2,25,20,45
O000090942,3,40,13,53
O000090943,1,41,26,67
O000090944,1,86,50,136
O000090944,2,30,24,54
O000090944,3,33,20,53
O000090945,1,41,13,54
O000090945,2,45,14,59
O000090945,3,30,19,49
O000090946,1,89,39,128
O000090947,1,43,14,57
O000090947,2,19,22,41
O000090948,1,117,71,188
O000090949,1,24,23,47
O000090949,2,19,25,44
O000090949,3,31,22,53
O000090950,1,40,27,67
O000090950,2,25,18,43
O000090950,3,26,28,54
O000090951,1,136,56,192
O000090952,1,44,24,68
O000090952,2,20,21,41
O000090953,1,66,26,92
O000090953,2,43,25,68
O000090954,1,45,20,65
O000090954,2,25,16,41
O000090955,1,25,27,52
O000090956,1,24,30,54
O000090956,2,23,27,50
O000090957,1,32,29,61
O000090957,2,25,28,53
O000090957,3,31,25,56
O000090958,1,43,27,70
O000090958,2,82,32,114
O000090959,1,25,24,49
O000090960,1,39,15,54
O000090960,2,21,13,34
O000090961,1,31,24,55
O000090962,1,41,21,62
O000090962,2,40,43,83
O000090962,3,30,26,56
O000090963,1,35,17,52
O000090963,2,39,22,61
O000090964,1,140,114,254
O000090965,1,27,12,39
O000090965,2,26,12,38
O000090965,3,39,12,51
O000090966,1,22,18,40
O000090966,2,20,24,44
O000090966,3,25,16,41
O000090967,1,185,132,317
O000090968,1,37,22,59
O000090969,1,33,13,46
O000090970,1,24,20,44
O000090970,2,25,17,42
O000090971,1,101,79,180
O000090972,1,39,31,70
O000090973,1,43,24,67
O000090974,1,43,23,66
O000090974,2,20,14,34
O000090974,3,43,29,72
O000090975,1,29,28,57
O000090975,2,31,27,58
O000090976,1,32,27,59
O000090976,2,37,25,62
O000090976,3,44,16,60
O000090977,1,65,60,125
O000090977,2,33,13,46
O000090978,1,130,47,177
O000090979,1,36,25,61
O000090979,2,22,22,44
O000090980,1,218,86,304
O000090980,2,21,21,42
O000090980,3,44,16,60
O000090981,1,41,25,66
O000090981,2,23,18,41
O000090981,3,21,12,33
O000090982,1,33,14,47
O000090982,2,43,19,62
O000090983,1,31,26,57
O000090983,2,36,21,57
O000090984,1,23,16,39
O000090985,1,19,15,34
O000090985,2,29,22,51
O000090985,3,22,18,40
O000090986,1,38,58,96
O000090987,1,18,22,40
O000090987,2,29,23,52
O000090987,3,28,27,55
O000090988,1,73,27,100
O000090988,2,35,17,52
O000090988,3,35,25,60
O000090989,1,104,43,147
O000090990,1,71,52,123
O000090991,1,41,18,59
O000090991,2,18,21,39
O000090991,3,27,28,55
O000090992,1,22,23,45
O000090992,2,38,25,63
O000090993,1,31,20,51
O000090993,2,23,18,41
O000090993,3,24,29,53
O000090994,1,30,27,57
O000090994,2,48,46,94
O000090995,1,50,27,77
O000090995,2,42,13,55
O000090995,3,28,25,53
O000090996,1,22,23,45
O000090996,2,27,23,50
O000090997,1,42,23,65
O000090997,2,27,20,47
O000090998,1,31,27,58
O000090998,2,21,22,43
O000090998,3,20,14,34
O000090999,1,29,22,51
O000090999,2,19,30,49
O000090999,3,43,13,56
O000091000,1,38,44,82
O000091001,1,31,25,56
O000091001,2,27,29,56
O000091001,3,20,29,49
O000091002,1,61,59,120
O000091002,2,24,26,50
O000091003,1,36,24,60
O000091003,2,18,30,48
O000091003,3,39,19,58
O000091004,1,22,15,37
O000091004,2,35,14,49
O000091005,1,88,42,130
O000091005,2,35,25,60
O000091006,1,65,42,107
O000091006,2,31,16,47
O000091006,3,32,17,49
O000091007,1,90,84,174
O000091008,1,34,19,53
O000091008,2,36,22,58
O000091008,3,21,18,39
O000091009,1,45,16,61
O000091009,2,112,76,188
O000091010,1,37,27,64
O000091010,2,31,20,51
O000091011,1,50,24,74
O000091011,2,20,18,38
O000091011,3,33,16,49
O000091012,1,44,31,75
O000091013,1,20,28,48
O000091014,1,43,24,67
O000091014,2,86,46,132
O000091015,1,33,25,58
O000091015,2,29,17,46
O000091016,1,28,18,46
O000091016,2,27,21,48
O000091016,3,32,25,57
O000091017,1,75,84,159
O000091017,2,26,26,52
O000091018,1,155,114,269
O000091018,2,40,12,52
O000091019,1,80,25,105
O000091019,2,40,31,71
O000091020,1,86,49,135
O000091020,2,20,22,42
O000091020,3,30,30,60
O000091021,1,36,43,79
O000091022,1,19,21,40
O000091022,2,29,22,51
O000091023,1,180,82,262
O000091024,1,43,17,60
O000091024,2,19,30,49
O000091024,3,23,14,37
O000091025,1,35,24,59
O000091025,2,43,24,67
O000091025,3,41,19,60
O000091026,1,24,19,43
O000091027,1,27,16,43
O000091027,2,32,30,62
O000091028,1,26,24,50
O000091028,2,18,26,44
O000091029,1,24,15,39
O000091029,2,39,18,57
O000091030,1,35,16,51
O000091030,2,43,28,71
O000091030,3,19,18,37
O000091031,1,45,26,71
O000091032,1,21,17,38
O000091032,2,19,13,32
O000091033,1,74,38,112
O000091034,1,18,19,37
O000091034,2,23,26,49
O000091034,3,26,24,50
O000091035,1,36,18,54
O000091035,2,31,23,54
O000091035,3,86,44,130
O000091036,1,48,37,85
O000091037,1,33,19,52
O000091037,2,69,51,120
O000091037,3,38,19,57
O000091038,1,120,90,210
O000091038,2,42,15,57
O000091038,3,18,16,34
O000091039,1,23,18,41
O000091039,2,37,13,50
O000091040,1,87,54,141
O000091041,1,41,23,64
O000091041,2,43,14,57
O000091042,1,30,15,45
O000091042,2,45,23,68
O000091043,1,62,59,121
O000091044,1,21,21,42
O000091045,1,40,13,53
O000091046,1,29,20,49
O000091046,2,18,27,45
O000091046,3,21,12,33
O000091047,1,39,21,60
O000091047,2,39,29,68
O000091048,1,70,35,105
O000091048,2,76,98,174
O000091049,1,24,29,53
O000091049,2,20,14,34
O000091049,3,28,16,44
O000091050,1,72,42,114
O000091050,2,71,65,136
O000091051,1,82,28,110
O000091052,1,26,28,54
O000091052,2,45,17,62
O000091053,1,42,13,55
O000091053,2,25,30,55
O000091053,3,27,13,40
O000091054,1,57,58,115
O000091054,2,35,13,48
O000091054,3,24,17,41
O000091055,1,90,25,115
O000091056,1,37,23,60
O000091057,1,49,36,85
O000091058,1,146,94,240
O000091059,1,40,12,52
O000091059,2,35,23,58
O000091060,1,24,23,47
O000091060,2,38,25,63
O000091061,1,33,26,59
O000091061,2,82,75,157
O000091062,1,29,19,48
O000091062,2,19,29,48
O000091062,3,43,26,69
O000091063,1,35,18,53
O000091063,2,40,21,61
O000091063,3,38,17,55
O000091064,1,36,27,63
O000091064,2,43,28,71
O000091064,3,42,18,60
O000091065,1,179,80,259
O000091065,2,31,30,61
O000091065,3,41,17,58
O000091066,1,20,16,36
O000091066,2,35,14,49
O000091067,1,33,28,61
O000091067,2,25,22,47
O000091067,3,19,26,45
O000091068,1,32,13,45
O000091069,1,42,14,56
O000091070,1,23,16,39
O000091071,1,137,66,203
O000091072,1,157,93,250
O000091072,2,26,12,38
O000091073,1,34,22,56
O000091073,2,89,25,114
O000091074,1,38,43,81
O000091074,2,37,25,62
O000091075,1,38,19,57
O000091076,1,38,23,61
O000091076,2,27,25,52
O000091077,1,60,24,84
O000091077,2,26,22,48
O000091077,3,21,14,35
O000091078,1,128,62,190
O000091079,1,40,21,61
O000091079,2,34,19,53
O000091079,3,33,26,59
O000091080,1,41,23,64
O000091080,2,41,20,61
O000091081,1,85,48,133
O000091081,2,30,13,43
O000091082,1,18,28,46
O000091082,2,22,12,34
O000091082,3,19,12,31
O000091083,1,32,25,57
O000091084,1,19,21,40
O000091084,2,21,19,40
O000091085,1,69,51,120
O000091086,1,26,25,51
O000091086,2,22,22,44
O000091087,1,73,76,149
O000091087,2,39,34,73
O000091088,1,40,12,52
O000091088,2,28,15,43
O000091089,1,35,14,49
O000091089,2,39,44,83
O000091089,3,41,27,68
O000091090,1,209,96,305
O000091091,1,25,16,41
O000091091,2,25,26,51
O000091091,3,31,13,44
O000091092,1,118,80,198
O000091093,1,40,16,56
O000091093,2,54,47,101
O000091094,1,45,60,105
O000091094,2,35,18,53
O000091094,3,44,14,58
O000091095,1,30,14,44
O000091095,2,42,27,69
O000091096,1,56,32,88
O000091097,1,83,34,117
O000091097,2,63,41,104
O000091098,1,69,25,94
O000091098,2,30,28,58
O000091098,3,34,28,62
O000091099,1,21,19,40
O000091100,1,29,29,58
O000091100,2,33,24,57
O000091100,3,37,29,66
O000091101,1,44,24,68
O000091101,2,26,15,41
O000091102,1,42,14,56
O000091102,2,44,25,69
O000091102,3,32,21,53
O000091103,1,33,26,59
O000091103,2,38,23,61
O000091104,1,37,24,61
O000091105,1,31,27,58
O000091105,2,38,26,64
O000091105,3,43,19,62
O000091106,1,35,21,56
O000091106,2,38,14,52
O000091106,3,41,23,64
O000091107,1,60,34,94
O000091107,2,54,28,82
O000091107,3,42,24,66
O000091108,1,34,16,50
O000091108,2,35,28,63
O000091108,3,29,13,42
O000091109,1,54,51,105
O000091110,1,22,28,50
O000091111,1,28,19,47
O000091112,1,30,16,46
O000091112,2,45,24,69
O000091112,3,26,14,40
O000091113,1,178,110,288
O000091114,1,40,27,67
O000091115,1,31,29,60
O000091115,2,24,27,51
O000091115,3,20,15,35
O000091116,1,42,15,57
O000091116,2,55,31,86
O000091117,1,23,19,42
O000091118,1,70,57,127
O000091118,2,21,12,33
O000091119,1,85,31,116
O000091120,1,38,14,52
O000091121,1,39,19,58
O000091121,2,44,25,69
O000091121,3,36,22,58
O000091122,1,35,16,51
O000091122,2,43,21,64
O000091122,3,35,14,49
O000091123,1,37,14,51
O000091124,1,20,30,50
O000091124,2,36,18,54
O000091124,3,31,19,50
O000091125,1,24,28,52
O000091125,2,40,20,60
O000091125,3,29,28,57
O000091126,1,60,34,94
O000091126,2,33,19,52
O000091127,1,41,27,68
O000091127,2,25,20,45
O000091127,3,69,57,126
O000091128,1,42,27,69
O000091128,2,33,18,51
O000091128,3,24,22,46
O000091129,1,34,20,54
O000091129,2,95,41,136
O000091130,1,39,23,62
O000091130,2,39,14,53
O000091130,3,36,25,61
O000091131,1,28,13,41
O000091132,1,76,48,124
O000091133,1,23,26,49
O000091133,2,20,17,37
O000091133,3,20,20,40
O000091134,1,39,18,57
O000091134,2,24,20,44
O000091135,1,22,24,46
O000091135,2,26,28,54
O000091136,1,39,17,56
O000091136,2,86,41,127
O000091137,1,135,94,229
O000091138,1,44,25,69
O000091139,1,24,29,53
O000091139,2,40,31,71
O000091140,1,33,15,48
O000091140,2,20,14,34
O000091140,3,29,26,55
O000091141,1,27,29,56
O000091142,1,31,21,52
O000091142,2,20,20,40
O000091142,3,41,18,59
O000091143,1,48,28,76
O000091144,1,29,27,56
O000091144,2,22,16,38
O000091145,1,72,74,146
O000091146,1,30,12,42
O000091146,2,121,77,198
O000091147,1,88,50,138
O000091147,2,32,19,51
O000091147,3,37,14,51
O000091148,1,70,40,110
O000091149,1,22,20,42
O000091149,2,32,23,55
O000091150,1,78,45,123
O000091150,2,23,21,44
O000091150,3,37,28,65
O000091151,1,43,15,58
O000091151,2,38,16,54
O000091152,1,35,15,50
O000091152,2,40,14,54
O000091153,1,29,12,41
O000091153,2,41,17,58
O000091153,3,36,23,59
O000091154,1,22,27,49
O000091154,2,38,14,52
O000091154,3,43,14,57
O000091155,1,38,25,63
O000091155,2,33,15,48
O000091156,1,50,53,103
O000091156,2,64,28,92
O000091157,1,19,24,43
O000091157,2,29,29,58
O000091157,3,36,24,60
O000091158,1,22,30,52
O000091158,2,21,22,43
O000091159,1,28,30,58
O000091159,2,128,99,227
O000091160,1,87,43,130
O000091161,1,20,25,45
O000091161,2,19,30,49
O000091162,1,61,53,114
O000091163,1,42,29,71
O000091163,2,21,14,35
O000091163,3,27,22,49
O000091164,1,77,72,149
O000091164,2,23,21,44
O000091164,3,81,51,132
O000091165,1,37,32,69
O000091165,2,21,28,49
O000091165,3,27,29,56
O000091166,1,22,22,44
O000091166,2,35,26,61
O000091166,3,42,15,57
O000091167,1,29,16,45
O000091167,2,43,24,67
O000091168,1,81,33,114
O000091168,2,40,13,53
O000091168,3,23,30,53
O000091169,1,29,21,50
O000091169,2,37,19,56
O000091170,1,35,18,53
O000091170,2,42,14,56
O000091170,3,38,17,55
O000091171,1,39,30,69
O000091171,2,41,27,68
O000091171,3,38,22,60
O000091172,1,31,13,44
O000091172,2,43,16,59
O000091173,1,39,16,55
O000091173,2,33,27,60
O000091174,1,44,23,67
O000091174,2,24,12,36
O000091174,3,32,17,49
O000091175,1,25,29,54
O000091175,2,89,53,142
O000091176,1,18,29,47
O000091176,2,32,23,55
O000091177,1,43,17,60
O000091178,1,19,30,49
O000091178,2,81,45,126
O000091179,1,22,23,45
O000091179,2,34,12,46
O000091180,1,32,13,45
O000091181,1,32,22,54
O000091181,2,42,27,69
O000091182,1,50,41,91
O000091182,2,53,53,106
O000091183,1,22,20,42
O000091184,1,31,19,50
O000091184,2,19,15,34
O000091184,3,36,17,53
O000091185,1,23,25,48
O000091185,2,20,17,37
O000091186,1,41,29,70
O000091187,1,30,22,52
O000091187,2,23,20,43
O000091187,3,30,20,50
O000091188,1,28,24,52
O000091188,2,34,30,64
O000091188,3,19,15,34
O000091189,1,32,27,59
O000091189,2,33,17,50
O000091189,3,28,17,45
O000091190,1,72,44,116
O000091190,2,41,32,73
O000091191,1,37,16,53
O000091191,2,31,16,47
O000091191,3,33,21,54
O000091192,1,31,14,45
O000091192,2,77,43,120
O000091193,1,69,35,104
O000091194,1,37,29,66
O000091195,1,34,27,61
O000091195,2,41,20,61
O000091195,3,19,15,34
O000091196,1,30,15,45
O000091197,1,69,35,104
O000091198,1,84,56,140
O000091198,2,33,13,46
O000091198,3,38,15,53
O000091199,1,89,41,130
O000091199,2,90,43,133
O000091200,1,145,135,280
O000091201,1,89,44,133
O000091202,1,64,37,101
O000091203,1,80,43,123
O000091203,2,44,25,69
O000091203,3,32,16,48
O000091204,1,19,21,40
O000091205,1,26,14,40
O000091205,2,31,13,44
O000091206,1,77,46,123
O000091206,2,80,37,117
O000091207,1,41,24,65
O000091207,2,25,15,40
O000091207,3,22,25,47
O000091208,1,41,28,69
O000091208,2,39,13,52
O000091208,3,39,18,57
O000091209,1,24,24,48
O000091209,2,34,30,64
O000091210,1,32,23,55
O000091211,1,38,37,75
O000091212,1,43,19,62
O000091212,2,38,26,64
O000091212,3,36,13,49
O000091213,1,106,83,189
O000091214,1,33,28,61
O000091215,1,43,18,61
O000091215,2,26,15,41
O000091215,3,32,15,47
O000091216,1,28,24,52
O000091216,2,59,50,109
O000091217,1,44,43,87
O000091218,1,20,25,45
O000091218,2,30,19,49
O000091219,1,24,22,46
O000091219,2,30,16,46
O000091219,3,26,22,48
O000091220,1,198,198,396
O000091221,1,19,22,41
O000091222,1,22,23,45
O000091222,2,40,25,65
O000091223,1,24,26,50
O000091223,2,21,23,44
O000091223,3,42,18,60
O000091224,1,22,22,44
O000091224,2,33,30,63
O000091224,3,24,26,50
O000091225,1,42,25,67
O000091226,1,43,19,62
O000091226,2,38,27,65
O000091227,1,31,26,57
O000091228,1,35,29,64
O000091228,2,27,19,46
O000091228,3,44,15,59
O000091229,1,96,101,197
O000091229,2,23,15,38
O000091230,1,30,14,44
O000091231,1,33,20,53
O000091231,2,43,29,72
O000091231,3,44,17,61
O000091232,1,35,26,61
O000091233,1,72,33,105
O000091234,1,22,26,48
O000091235,1,41,21,62
O000091235,2,39,29,68
O000091236,1,20,24,44
O000091237,1,23,13,36
O000091237,2,39,23,62
O000091237,3,25,17,42
O000091238,1,181,96,277
O000091239,1,66,53,119
O000091240,1,39,13,52
O000091240,2,151,76,227
O000091241,1,40,21,61
O000091241,2,25,13,38
O000091241,3,40,18,58
O000091242,1,39,37,76
O000091243,1,45,26,71
O000091243,2,29,26,55
O000091244,1,28,27,55
O000091244,2,32,14,46
O000091245,1,67,48,115
O000091246,1,36,26,62
O000091246,2,41,23,64
O000091246,3,29,20,49
O000091247,1,87,49,136
O000091248,1,87,43,130
O000091249,1,43,24,67
O000091249,2,41,18,59
O000091249,3,19,30,49
O000091250,1,37,20,57
O000091250,2,42,24,66
O000091250,3,30,20,50
O000091251,1,31,17,48
O000091251,2,33,22,55
O000091251,3,41,25,66
O000091252,1,70,34,104
O000091253,1,28,24,52
O000091253,2,43,22,65
O000091253,3,20,19,39
O000091254,1,128,52,180
O000091255,1,119,70,189
O000091256,1,21,22,43
O000091256,2,44,21,65
O000091256,3,30,14,44
O000091257,1,19,21,40
O000091257,2,19,26,45
O000091257,3,22,22,44
O000091258,1,46,41,87
O000091259,1,32,26,58
O000091259,2,21,24,45
O000091260,1,88,89,177
O000091261,1,146,127,273
O000091262,1,37,12,49
O000091262,2,87,77,164
O000091263,1,21,27,48
O000091263,2,20,13,33
O000091263,3,34,27,61
O000091264,1,24,19,43
O000091264,2,20,23,43
O000091265,1,41,19,60
O000091265,2,19,29,48
O000091265,3,20,23,43
O000091266,1,33,14,47
O000091266,2,44,20,64
O000091267,1,35,12,47
O000091268,1,38,28,66
O000091268,2,31,16,47
O000091269,1,128,83,211
O000091270,1,73,86,159
O000091271,1,25,19,44
O000091271,2,23,21,44
O000091271,3,27,22,49
O000091272,1,40,57,97
O000091273,1,33,24,57
O000091274,1,85,39,124
O000091275,1,33,20,53
O000091276,1,76,38,114
O000091276,2,34,17,51
O000091277,1,25,13,38
O000091277,2,44,17,61
O000091277,3,32,25,57
O000091278,1,38,30,68
O000091278,2,37,20,57
O000091278,3,28,18,46
O000091279,1,79,24,103
O000091280,1,39,14,53
O000091280,2,68,43,111
O000091281,1,20,28,48
O000091281,2,41,28,69
O000091281,3,37,15,52
O000091282,1,29,27,56
O000091282,2,20,18,38
O000091282,3,37,17,54
O000091283,1,21,24,45
O000091283,2,39,17,56
O000091284,1,37,13,50
O000091284,2,25,26,51
O000091284,3,19,19,38
O000091285,1,36,25,61
O000091285,2,37,20,57
O000091285,3,36,27,63
O000091286,1,39,24,63
O000091286,2,42,27,69
O000091287,1,70,67,137
O000091287,2,21,19,40
O000091288,1,49,47,96
O000091289,1,43,16,59
O000091289,2,43,24,67
O000091289,3,42,20,62
O000091290,1,81,40,121
O000091291,1,30,29,59
O000091291,2,22,18,40
O000091291,3,19,14,33
O000091292,1,25,28,53
O000091293,1,35,13,48
O000091293,2,34,24,58
O000091293,3,37,17,54
O000091294,1,21,22,43
O000091294,2,36,17,53
O000091294,3,32,30,62
O000091295,1,40,12,52
O000091296,1,39,15,54
O000091296,2,44,14,58
O000091297,1,35,12,47
O000091297,2,23,14,37
O000091297,3,26,15,41
O000091298,1,86,34,120
O000091298,2,23,27,50
O000091298,3,34,15,49
O000091299,1,88,50,138
O000091299,2,37,32,69
O000091300,1,45,59,104
O000091300,2,29,12,41
O000091301,1,44,27,71
O000091301,2,23,16,39
O000091301,3,25,26,51
O000091302,1,26,30,56
O000091302,2,73,28,101
O000091303,1,163,145,308
O000091304,1,28,22,50
O000091305,1,210,89,299
O000091306,1,20,14,34
O000091306,2,22,15,37
O000091306,3,24,19,43
O000091307,1,20,28,48
O000091307,2,33,23,56
O000091307,3,33,27,60
O000091308,1,23,23,46
O000091308,2,38,19,57
O000091309,1,44,22,66
O000091310,1,19,15,34
O000091311,1,38,24,62
O000091311,2,36,13,49
O000091311,3,24,18,42
O000091312,1,38,49,87
O000091313,1,36,21,57
O000091314,1,106,47,153
O000091314,2,20,21,41
O000091314,3,31,24,55
O000091315,1,86,46,132
O000091316,1,20,23,43
O000091316,2,26,21,47
O000091316,3,25,12,37
O000091317,1,19,15,34
O000091317,2,25,17,42
O000091317,3,36,21,57
O000091318,1,39,29,68
O000091318,2,32,24,56
O000091318,3,44,24,68
O000091319,1,36,13,49
O000091319,2,40,22,62
O000091319,3,41,26,67
O000091320,1,21,13,34
O000091320,2,33,12,45
O000091320,3,25,29,54
O000091321,1,44,21,65
O000091321,2,37,26,63
O000091321,3,27,15,42
O000091322,1,33,21,54
O000091322,2,103,74,177
O000091322,3,32,19,51
O000091323,1,43,14,57
O000091323,2,88,28,116
O000091324,1,70,32,102
O000091324,2,33,24,57
O000091324,3,44,23,67
O000091325,1,36,12,48
O000091325,2,67,32,99
O000091326,1,214,105,319
O000091327,1,56,88,144
O000091328,1,22,26,48
O000091328,2,26,24,50
O000091328,3,45,15,60
O000091329,1,47,45,92
O000091330,1,111,107,218
O000091330,2,22,27,49
O000091330,3,20,13,33
O000091331,1,67,68,135
O000091332,1,24,30,54
O000091332,2,34,26,60
O000091332,3,20,24,44
O000091333,1,20,22,42
O000091334,1,35,20,55
O000091335,1,66,57,123
O000091336,1,29,28,57
O000091336,2,43,15,58
O000091336,3,45,13,58
O000091337,1,27,20,47
O000091337,2,29,22,51
O000091338,1,28,26,54
O000091339,1,87,36,123
O000091339,2,28,27,55
O000091339,3,30,21,51
O000091340,1,44,20,64
O000091340,2,38,19,57
O000091340,3,22,28,50
O000091341,1,42,20,62
O000091341,2,33,22,55
O000091342,1,122,83,205
O000091343,1,177,83,260
O000091344,1,41,15,56
O000091344,2,28,19,47
O000091344,3,28,20,48
O000091345,1,54,57,111
O000091346,1,33,28,61
O000091346,2,22,19,41
O000091346,3,30,25,55
O000091347,1,18,24,42
O000091347,2,43,21,64
O000091347,3,21,15,36
O000091348,1,134,51,185
O000091349,1,52,33,85
O000091349,2,23,29,52
O000091349,3,18,21,39
O000091350,1,58,50,108
O000091350,2,28,23,51
O000091350,3,23,18,41
O000091351,1,23,19,42
O000091351,2,19,21,40
O000091351,3,19,14,33
O000091352,1,34,14,48
O000091353,1,37,17,54
O000091353,2,29,25,54
O000091354,1,79,85,164
O000091355,1,41,39,80
O000091356,1,38,21,59
O000091356,2,112,115,227
O000091357,1,36,44,80
O000091357,2,41,23,64
O000091357,3,32,16,48
O000091358,1,44,20,64
O000091358,2,21,12,33
O000091359,1,29,13,42
O000091359,2,22,22,44
O000091360,1,24,28,52
O000091360,2,30,25,55
O000091360,3,40,21,61
O000091361,1,23,25,48
O000091361,2,43,22,65
O000091362,1,38,13,51
O000091363,1,31,28,59
O000091363,2,31,21,52
O000091364,1,31,20,51
O000091364,2,30,19,49
O000091365,1,37,18,55
O000091366,1,20,28,48
O000091366,2,29,12,41
O000091367,1,32,20,52
O000091367,2,30,17,47
O000091367,3,31,16,47
O000091368,1,29,15,44
O000091368,2,45,21,66
O000091369,1,28,16,44
O000091370,1,39,13,52
O000091371,1,36,23,59
O000091371,2,43,26,69
O000091371,3,40,15,55
O000091372,1,36,23,59
O000091372,2,37,27,64
O000091373,1,45,51,96
O000091373,2,37,25,62
O000091374,1,38,26,64
O000091374,2,36,28,64
O000091374,3,25,18,43
O000091375,1,31,14,45
O000091375,2,22,25,47
O000091376,1,40,19,59
O000091376,2,43,29,72
O000091376,3,24,28,52
O000091377,1,29,18,47
O000091377,2,37,38,75
O000091378,1,19,14,33
O000091378,2,42,15,57
O000091378,3,26,27,53
O000091379,1,27,28,55
O000091379,2,31,28,59
O000091380,1,43,12,55
O000091380,2,40,14,54
O000091380,3,40,21,61
O000091381,1,36,36,72
O000091381,2,29,13,42
O000091381,3,21,14,35
O000091382,1,27,13,40
O000091382,2,18,26,44
O000091382,3,24,14,38
O000091383,1,44,17,61
O000091383,2,31,21,52
O000091384,1,39,19,58
O000091384,2,18,13,31
O000091384,3,39,17,56
O000091385,1,63,32,95
O000091386,1,35,29,64
O000091387,1,43,30,73
O000091388,1,33,18,51
O000091388,2,37,26,63
O000091388,3,34,22,56
O000091389,1,55,29,84
O000091390,1,108,81,189
O000091391,1,88,53,141
O000091391,2,19,29,48
O000091391,3,30,26,56
O000091392,1,72,32,104
O000091393,1,19,26,45
O000091393,2,24,30,54
O000091394,1,41,20,61
O000091394,2,39,12,51
O000091395,1,19,18,37
O000091395,2,24,16,40
O000091395,3,44,14,58
O000091396,1,32,15,47
O000091397,1,39,34,73
O000091397,2,39,15,54
O000091397,3,35,23,58
O000091398,1,38,14,52
O000091398,2,20,28,48
O000091398,3,31,16,47
O000091399,1,25,18,43
O000091399,2,28,25,53
O000091400,1,34,13,47
O000091400,2,34,16,50
O000091400,3,32,29,61
O000091401,1,43,19,62
O000091401,2,26,18,44
O000091402,1,34,26,60
O000091402,2,31,23,54
O000091402,3,37,27,64
O000091403,1,22,25,47
O000091403,2,44,23,67
O000091404,1,30,18,48
O000091404,2,39,17,56
O000091404,3,34,26,60
O000091405,1,32,29,61
O000091405,2,31,25,56
O000091405,3,38,26,64
O000091406,1,31,26,57
O000091407,1,44,17,61
O000091407,2,28,30,58
O000091408,1,56,47,103
O000091409,1,22,16,38
O000091409,2,27,18,45
O000091410,1,22,15,37
O000091411,1,26,13,39
O000091411,2,41,25,66
O000091411,3,26,27,53
O000091412,1,33,30,63
O000091413,1,41,56,97
O000091414,1,85,52,137
O000091415,1,40,15,55
O000091415,2,44,19,63
O000091415,3,35,14,49
O000091416,1,134,92,226
O000091417,1,24,26,50
O000091417,2,54,34,88
O000091418,1,38,21,59
O000091418,2,27,25,52
O000091419,1,150,103,253
O000091420,1,71,53,124
O000091421,1,41,15,56
O000091421,2,37,20,57
O000091422,1,42,25,67
O000091423,1,36,13,49
O000091423,2,23,25,48
O000091423,3,35,19,54
O000091424,1,33,18,51
O000091424,2,20,29,49
O000091424,3,34,23,57
O000091425,1,23,16,39
O000091425,2,25,23,48
O000091425,3,40,24,64
O000091426,1,20,13,33
O000091427,1,18,19,37
