region_name,product_category,shipment_count,avg_route_distance_km,avg_vehicle_utilization,on_time_delivery_rate,late_delivery_risk_score,risk_level,business_action
강동구,반려용품,8,28.68,0.5786653435974916,0.8354430403718148,0.39614671478224056,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,생활용품,2,20.35,0.6957565865264199,0.8010894435849739,0.5316360819091727,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,식품,5,5.29,0.5368884438911954,0.834566632056691,0.2944322546827497,Low,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,디지털,3,25.47,0.47884633583322006,0.8409010798388044,0.44833461845652806,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,패션,7,24.28,0.4902724733565566,0.8350089921718091,0.3755748596455643,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,헬스케어,3,12.16,0.8135054529806777,0.8630807660910298,0.4037671422986037,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,반려용품,6,26.43,0.8820372353710745,0.75,0.7420832235475535,High,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,생활용품,3,5.96,0.5216494196262456,0.8782610112290257,0.28789176301798314,Low,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,식품,5,31.65,0.5941592839052343,0.8228152940371289,0.5584583621835414,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,디지털,8,18.25,0.5475147338224137,0.8832730366048799,0.26051485491213333,Low,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,패션,4,22.34,0.463427888463214,0.8453733286191285,0.45543905449811617,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,헬스케어,8,4.43,0.7267156849434917,0.8796660758659894,0.2888995024151479,Low,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,반려용품,9,30.89,0.7999610850688237,0.75,0.7365320151266029,High,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,생활용품,8,3.3,0.7739387404425352,0.8339453633918474,0.4212965954182286,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,식품,2,9.98,0.6440267736511238,0.8643339022082066,0.37892322947941665,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,디지털,7,7.65,0.7275051229699526,0.8574416199853695,0.3109935650216271,Low,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,패션,1,21.1,0.49704965331811235,0.8376941662810107,0.3503567521674445,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,헬스케어,4,7.4,0.5271518593613422,0.9140942122498811,0.15181218269308142,Low,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,반려용품,8,25.78,0.9158973097764916,0.7597967874716778,0.6348497715851545,High,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,생활용품,6,20.95,0.8307538739099484,0.75,0.6785487631527493,High,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,식품,5,3.58,0.9113695479125836,0.8460119386895254,0.4234101681139947,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,디지털,4,2.6,0.9083401422496835,0.8604832418968446,0.4160325488559595,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중구,패션,7,3.79,0.7746963085538703,0.8052794566042764,0.44343936186006705,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,헬스케어,7,21.69,0.9141193240560825,0.7774990161094709,0.5366343087378583,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,반려용품,5,25.98,0.6583520515412316,0.7822885111100222,0.4828191443534876,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,생활용품,8,9.09,0.4518081223924705,0.9551161674357589,0.18711797822692336,Low,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,식품,3,27.41,0.4812855579230797,0.8209863829053556,0.47173430593451704,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,디지털,2,4.73,0.5047436628504076,0.9095979565178162,0.22856597109490107,Low,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,패션,6,28.04,0.49767672659143014,0.7736713849014407,0.5129269925655378,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,헬스케어,9,32.54,0.6258511954251317,0.75,0.7295765030268706,High,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,반려용품,3,21.18,0.8006354035546788,0.7753382738093666,0.6138476739397002,High,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,생활용품,3,18.35,0.8453244033002474,0.75,0.6946731601606098,High,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,식품,2,27.63,0.7451066371723123,0.7718471941616357,0.6561911952425491,High,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,디지털,8,3.73,0.5232180872784897,0.8989631967695451,0.36363835926660404,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,패션,3,7.48,0.8239508010740876,0.7903766345742893,0.48766316823951894,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,헬스케어,5,6.39,0.6274009595687995,0.8152597410627416,0.41228146862206977,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,반려용품,9,16.17,0.45649667433589813,0.8259526565686652,0.3899777774878949,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,생활용품,1,19.73,0.5902943102663747,0.7964246942053254,0.6162836828428697,High,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,식품,5,20.23,0.615300277070489,0.8362078491295788,0.47039787774575675,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,디지털,5,27.34,0.5871227676090515,0.7919155399553282,0.5296397248251398,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,패션,7,8.01,0.8559350765937928,0.8305679223618355,0.4290379169319487,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,헬스케어,4,25.1,0.829963198797045,0.75,0.6892852450638941,High,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,반려용품,4,8.92,0.7977760152063207,0.8556743406725592,0.4060748642351556,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,생활용품,2,8.73,0.5195025392561327,0.8527996898836511,0.34172078181193677,Low,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,식품,7,18.67,0.8539169548531409,0.75,0.6846161321849015,High,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,디지털,7,26.28,0.7885879808316618,0.75,0.7630400738739967,High,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,패션,2,16.61,0.5474188432406959,0.8725891193135414,0.2961456626422689,Low,고위험 권역 임시 차량 배치 및 권역 재조정
중구,헬스케어,4,4.8,0.7740469651407582,0.8125625102412476,0.46496619968227265,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,반려용품,8,22.46,0.6917558205018405,0.7809698946380743,0.5692617413500205,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,생활용품,1,4.24,0.6696750309281125,0.8232044804867935,0.493436079397337,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,식품,3,27.62,0.5060615817361944,0.8145482759401401,0.5668045301986757,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,디지털,5,24.44,0.7091521379225827,0.7822538260537812,0.5984454245461152,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,패션,4,8.13,0.49996590448618183,0.8797242332850772,0.33240586053545196,Low,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,헬스케어,3,5.24,0.5321266936271333,0.9142558174867949,0.17642028934623633,Low,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,반려용품,5,7.59,0.5162731571373813,0.827063180804285,0.396516748378116,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,생활용품,2,29.11,0.9270541395350038,0.7639715647103231,0.6545947426696548,High,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,식품,5,16.39,0.592432345221945,0.8092651958383055,0.4975989161534455,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,디지털,6,25.15,0.6276021617980039,0.75,0.5891046160864792,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,패션,5,17.19,0.611040303148018,0.8155690355364124,0.4510559199859306,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,헬스케어,2,17.85,0.8991252225890718,0.7906354902291126,0.536304483717875,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,반려용품,8,6.94,0.7314829556674443,0.8493121936935869,0.3442247113309814,Low,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,생활용품,2,31.42,0.9095799494666559,0.75,0.8336333191919992,High,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,식품,7,11.67,0.5999624529139478,0.8582830897941922,0.3751819741252917,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,디지털,4,17.22,0.5074173372159745,0.9059832514774463,0.289943562515219,Low,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,패션,7,18.55,0.7281092263620872,0.8029701763733164,0.5208523681706481,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,헬스케어,2,18.58,0.6227684958950087,0.829692954166811,0.4340994358905445,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,반려용품,2,26.05,0.8509534167453741,0.75,0.7001039199592041,High,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,생활용품,5,7.65,0.8897117044558293,0.8309959327449297,0.42640759405429024,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,식품,1,19.06,0.6862867554535359,0.8277075760021672,0.4358671500324045,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,디지털,3,14.28,0.9356795120427541,0.7984773919440312,0.4405152296436689,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,패션,7,15.47,0.7265065031722029,0.8113935986033542,0.45090243428925114,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,헬스케어,8,6.47,0.5854601966931562,0.8785182078326099,0.27147468627732235,Low,고위험 권역 임시 차량 배치 및 권역 재조정
중구,반려용품,1,7.22,0.6944877576721372,0.8305298260026142,0.45068504251000086,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,생활용품,8,10.02,0.4686551462014638,0.8671194926618676,0.3488785987938473,Low,고위험 권역 임시 차량 배치 및 권역 재조정
강남구,식품,7,10.27,0.8520005801315338,0.8239233953700033,0.41271495711626466,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강동구,디지털,8,12.99,0.5007175254272105,0.9079911270702221,0.2325321856589014,Low,고위험 권역 임시 차량 배치 및 권역 재조정
강북구,패션,6,17.21,0.6043742442515024,0.8346995728666602,0.40473956727534127,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
강서구,헬스케어,6,22.3,0.7326582735024716,0.75,0.6871906883408639,High,고위험 권역 임시 차량 배치 및 권역 재조정
관악구,반려용품,5,16.02,0.47148756282344945,0.873801486259709,0.2757270660036003,Low,고위험 권역 임시 차량 배치 및 권역 재조정
광진구,생활용품,6,15.45,0.48965844959072413,0.8143839742096249,0.534845138837779,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
구로구,식품,8,9.67,0.7980581788065064,0.7856208250159691,0.45926588528993506,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
금천구,디지털,2,17.86,0.4858885465303844,0.8835792442533366,0.2819273707284976,Low,고위험 권역 임시 차량 배치 및 권역 재조정
노원구,패션,3,11.35,0.6885414331236882,0.873709590652157,0.3942732389472819,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
도봉구,헬스케어,1,3.84,0.6193478167103752,0.8876413199064869,0.22041834580943861,Low,고위험 권역 임시 차량 배치 및 권역 재조정
동대문구,반려용품,8,14.99,0.5640397039782082,0.8191958371824787,0.45956326978878576,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
동작구,생활용품,4,17.16,0.5443894489318327,0.8097747904532203,0.4118425268634895,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
마포구,식품,6,9.66,0.8317056468662897,0.8465581232621465,0.47424714163178533,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
서대문구,디지털,8,16.62,0.9257710965751412,0.7503178530606792,0.6514728411411101,High,고위험 권역 임시 차량 배치 및 권역 재조정
서초구,패션,9,15.69,0.5200898711016658,0.8226514212582856,0.4522317588502705,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
성동구,헬스케어,2,21.66,0.9298406095870635,0.75,0.8159471877301322,High,고위험 권역 임시 차량 배치 및 권역 재조정
성북구,반려용품,7,19.54,0.7473812517375518,0.7685253265856657,0.6420121180206969,High,고위험 권역 임시 차량 배치 및 권역 재조정
송파구,생활용품,8,21.88,0.7708302026816285,0.75,0.6216369624558254,High,고위험 권역 임시 차량 배치 및 권역 재조정
양천구,식품,1,12.93,0.8049631890712909,0.75276637342874,0.6122516231128964,High,고위험 권역 임시 차량 배치 및 권역 재조정
영등포구,디지털,7,25.06,0.8020594451772904,0.7678936659596172,0.6342998860881395,High,고위험 권역 임시 차량 배치 및 권역 재조정
용산구,패션,4,15.15,0.8599055540928441,0.8011227788605595,0.4754137143948047,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
은평구,헬스케어,6,15.32,0.6917343256738487,0.7619400243637647,0.5020431696966423,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
종로구,반려용품,5,21.4,0.7166792937573505,0.8220421978742709,0.4482656747227075,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중구,생활용품,3,11.44,0.611913501231708,0.8044029331245303,0.4171223247227815,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
중랑구,식품,2,19.13,0.5026287968915585,0.8192288322511657,0.5517051509145964,Medium,고위험 권역 임시 차량 배치 및 권역 재조정
